,xxx,HOMO-3/LUMO,HOMO-3/LUMO+1,HOMO-3/LUMO+2,HOMO-3/LUMO+3,HOMO-2/LUMO,HOMO-2/LUMO+1,HOMO-2/LUMO+2,HOMO-2/LUMO+3,HOMO-1/LUMO,HOMO-1/LUMO+1,HOMO-1/LUMO+2,HOMO-1/LUMO+3,HOMO/LUMO,HOMO/LUMO+1,HOMO/LUMO+2,HOMO/LUMO+3,IP,EA
10,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[C:21]#[N:22])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1].[H:2][H:3],0.44654130683016896,0.5292694994922839,0.5429468551940942,0.562485724214601,0.43357943838178714,0.5164189546999475,0.5301300602453194,0.5495640061231144,0.4063131132617649,0.4891420780515959,0.5028531229228618,0.5222371055937715,0.3201353342276871,0.4030019882620328,0.416756771887316,0.4359942980855595,0.33408372062464364,-0.020933048545351652
11,[C:4](=[C:5](/[N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24])(\[H:31])[C:41]#[N:42].[Cl-:1].[F:2][H:3],0.43569976138161026,0.502658213413285,0.521097584341389,0.5445652902332447,0.4298722079771385,0.4969081514413567,0.5153072478770427,0.5388050843788542,0.4009122097222062,0.4677588176044827,0.48620998048841857,0.5096963513742194,0.3220586779020379,0.3889375948285615,0.40744920646719934,0.4308597636726114,0.3031114133426048,-0.03249756360962283
12,[Br-:2].[Cl:1][C@:5]([C:4]([H:3])([C:31]#[N:32])[H:41])([C:11]#[N:12])[N:21]([H:22])[H:23],0.43115976202499234,0.46857417386957206,0.4912739603605175,0.49522636052758495,0.4192851339873032,0.45640587645416925,0.4797634041716451,0.4835149626657767,0.4080440958471595,0.4455523329514969,0.4684083051618616,0.4722505743004123,0.38471525432303905,0.4220854219354052,0.4444852827458764,0.44903006358191994,0.3818401801631632,-0.024872353530248897
13,[C:4](=[C:5](/[C:11]#[N:12])[C:21]([H:22])([H:23])[H:24])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1].[H:2][H:3],0.44654130602768216,0.5292694999720882,0.542946854794905,0.5624857237576225,0.43357943879646965,0.5164189566431312,0.5301300602453194,0.5495640057625417,0.40631311269192694,0.4891420788036777,0.5028531234421798,0.5222371057867844,0.3201353288267451,0.40300198641137985,0.416756771887316,0.4359942959524701,0.3340837208733518,-0.02093304758711154
14,[F:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([N+:11]([O-:12])[O:13])[C:21]([H:22])([H:23])[H:24].[H-:2],0.4466843581219214,0.5453548866335161,0.5678214703048704,0.5841044299397267,0.419354536923933,0.5180433592007034,0.5405205186082783,0.5569051505608587,0.39554883969468735,0.4942458257445638,0.5167557579685912,0.5329929835577649,0.3449605468513705,0.4437376642316326,0.4662156672540066,0.4825970395221269,0.3404579803616649,-0.03820501181519208
15,[Br-:1].[C:4](=[C:5](/[C:11]#[N:12])[N:21]([H:22])[H:23])(\[N:31]([H:32])[H:33])[H:41].[F:2][H:3],0.42458153240427043,0.47923578737519346,0.49879494232074845,0.5268136887975367,0.3988608239095105,0.45350773780245623,0.47303279342409893,0.5010050157241575,0.36988668825028115,0.42455360107484597,0.44401469303112756,0.47210006246055247,0.2945648559361077,0.3492214403620978,0.36874307752259206,0.3968116690899632,0.28391685225624536,-0.02875819254975509
16,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[N:21]([H:22])[H:23])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1].[H:2][H:3],0.4083576932045937,0.4808905561460615,0.5077607037403264,0.5265125630598012,0.3849932100665533,0.45763112088228314,0.4844145960613524,0.5033421477867932,0.34157545307233267,0.41406170393591735,0.4408702496215369,0.4597518592057314,0.28633148917125534,0.35902871040612744,0.3856428694483664,0.40443270874367265,0.28913979293367076,-0.02278054123424931
17,[C:4](=[C:5](/[C:11]#[N:12])[C:21]([H:22])([H:23])[H:24])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1].[Cl:2][H:3],0.42940033117978815,0.49458263981302125,0.5117758806896278,0.52715480380161,0.42162212774938973,0.48683421210145283,0.5040406772854127,0.5194956389856349,0.4009808911429348,0.4661028478053183,0.4831749280373215,0.4986625385841658,0.3158449423135107,0.38089708815377327,0.3980934035984605,0.4133980128281173,0.29524067037746415,-0.03389689027200431
18,[Br:1][C:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]#[N:12])[C:21]#[N:22].[Cl-:2],0.46186467722936986,0.47330036721823043,0.5044976174024514,0.5209261972696104,0.4508769673809244,0.46220893838384614,0.493545617546849,0.5098873937732205,0.40599595146655815,0.4176043332944772,0.44886311057302464,0.4653472566459749,0.07148957015719412,0.08288196920850212,0.1149723528082228,0.13084526506385336,0.35550133900634845,-0.0011304253589823564
19,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[C:21]#[N:22])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1].[F:2][H:3],0.43419558445846135,0.46536686391359305,0.48885825511272163,0.5138240428812413,0.4212010290543324,0.45236717392393855,0.47582638624261886,0.5008053092839431,0.3689629935734442,0.4003291904411528,0.42391463573516913,0.4486779019777426,0.09897149924896478,0.13056666076761247,0.15415691467253742,0.17909422595241947,0.31388859516931916,-0.0007234598244002466
20,[Cl:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([H:11])[N:21]([H:22])[H:23].[H-:2],0.47330368815570123,0.5098000184376582,0.5273627772297986,0.5421999481839098,0.4578037394196417,0.4942830694635444,0.5118438724246703,0.5267049446771236,0.42777460580893356,0.4642928657783851,0.4817741179841727,0.49665492540202044,0.4039344448546844,0.4405111218476991,0.4580138605944075,0.4729257661312327,0.3238163737689849,-0.10157579979120217
21,[Br-:1].[C:4](=[C:5](/[N:11]([H:12])[H:13])[H:21])(\[N:31]([H:32])[H:33])[H:41].[F:2][H:3],0.44948182539975357,0.5149581001376019,0.5299222639280121,0.5490235961688843,0.412274219326713,0.47785974170318857,0.492805350887562,0.5118315446711298,0.390393080698622,0.4560157361224727,0.47097109653435626,0.4899308383376673,0.31115102294998265,0.37681850755421314,0.39156744999439425,0.4107637369633834,0.2659012990937647,-0.06396722349092152
22,[C:4](=[C:5]([H:11])[H:21])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44].[F-:1].[H:2][H:3],0.5297606727665605,0.5851959670874278,0.6172085795424014,0.6302541958449135,0.5110784958966494,0.5666430997670748,0.5986710715888094,0.6117344839689305,0.4911822530290134,0.5467637461925507,0.5787096435630371,0.5918251828172908,0.39127508343741885,0.4467696842466262,0.4787046539275169,0.4918387634141867,0.32703896501472607,-0.08788860056962422
23,[Br-:1].[C:4](=[C:5](/[N:11]([H:12])[H:13])[H:21])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[H:2][H:3],0.4503731945352403,0.5093056060672361,0.5222303073428157,0.5420597443300349,0.4122134987376523,0.4711793463134706,0.48414475662208956,0.5039034013840802,0.3831172429816541,0.4422017930661456,0.4550679729881965,0.4748301769441959,0.3096744319363415,0.3686667548885071,0.38145536842619937,0.40134800544727806,0.2595464478564101,-0.0648725177241785
24,[Br:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([H:11])[C:21]([H:22])([H:23])[H:24].[H-:2],0.4709477981511352,0.5334902789775564,0.5568159114224945,0.5711244376008591,0.4163898793204507,0.4790036193780611,0.5023450735482232,0.5167082629809471,0.41082821036061035,0.47344363491352703,0.4966860176258325,0.510995630159935,0.37549357041943043,0.43815235887121,0.4613349080968264,0.4758356314985185,0.32225935276079276,-0.07218524306727339
25,[Cl:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([H:11])[C:21]#[N:22].[H-:2],0.4748646004588613,0.5128512558489271,0.5367625470029214,0.5576572315197013,0.4545341045436457,0.4926718454570804,0.5165138240433365,0.5373899492638659,0.43295305416475943,0.4709647377614593,0.49482235954805853,0.5157240351099868,0.3794311177530734,0.41760322525018,0.44155843989348653,0.46245256341924773,0.3426663690786171,-0.062119980423573515
26,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1].[F:2][H:3],0.4010462351663834,0.48282278039475307,0.5070692316214029,0.5227422144655177,0.3853711064384727,0.46728697985464385,0.4914565362676787,0.5072239376394817,0.35422364659044436,0.43602185436695995,0.4601467246757118,0.47597949441107507,0.2913613687274377,0.3732228525436188,0.3973748397317335,0.4131064792286062,0.28274051247334314,-0.024908134216099165
27,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23].[F-:2],0.40160078027452484,0.4583901494158824,0.5040968804419611,0.5303392068239,0.38931515474297257,0.4460671218472233,0.4918554047355596,0.518129540429503,0.3626778651782252,0.419412613798923,0.4651894982207826,0.4914937707083625,0.34206319534294793,0.3987985333471427,0.4446018326809969,0.4706797212896694,0.331210063310041,-0.03384952302581771
28,[C:4](=[C:5](/[C:11]#[N:12])[N:21]([H:22])[H:23])(\[H:31])[N:41]([H:42])[H:43].[Cl-:1].[F:2][H:3],0.4365844570371114,0.495954208409081,0.5244101853220992,0.5395886160981946,0.42430568875211244,0.4837289810648334,0.5121415918378502,0.5273485965640358,0.3832775771279732,0.44260651964048814,0.470960838134559,0.486238709669092,0.3011155238868389,0.3603987303209783,0.38879089989323434,0.4040513080861878,0.28353330583022557,-0.03574369686098046
29,[Cl-:2].[Cl:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([C:11]#[N:12])[N:21]([H:22])[H:23],0.4492569940186728,0.46903150798262355,0.4920908541659159,0.5022548624267456,0.43785966350177513,0.4573962171649815,0.4809807919552698,0.49094034608302345,0.425005360769933,0.4447868028863768,0.46808093510005805,0.47814354512190327,0.39960173864710813,0.41933022606723336,0.4425385562192182,0.4528899375523106,0.37388959491973894,-0.04672137178506282
30,[C:4](=[C:5](/[N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24])(\[C:31]#[N:32])[C:41]([H:42])([H:43])[H:44].[F-:1].[H:2][H:3],0.4721704078450748,0.5297093879206811,0.5495227195531356,0.5720921741904125,0.4607182247841636,0.5182378689846844,0.5380480127223642,0.5605748364018682,0.43682305510164515,0.4943077972881024,0.5140217510908538,0.5366384257852888,0.33743593538687616,0.3951164722729591,0.4146479567199465,0.4372550964331029,0.29562613716197206,-0.05262328188549155
31,[Br-:1].[C:4](=[C:5]([H:11])[C:21]([H:22])([H:23])[H:24])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[Cl:2][H:3],0.4254537986096752,0.4789063139132722,0.4913371608094358,0.5093905202783343,0.4108282620582955,0.46430120397772806,0.4767214778365892,0.4947911692302897,0.3833788264934027,0.4368995737334826,0.4493149766321006,0.4672791859986069,0.3185634887649672,0.37212345361804056,0.38449943423209204,0.4025314511459556,0.26894497743087165,-0.06213081524454056
32,[Br-:1].[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[H:21])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[H:2][H:3],0.47052878821021427,0.5196079690957022,0.5368063752315513,0.5581948912453053,0.4286531682000151,0.47772908663928515,0.4949910285742313,0.5163572937764295,0.3938002223362333,0.44288520456872826,0.4601548168963198,0.48157187467377777,0.33013171623231286,0.3792775127701697,0.39648572641396523,0.41786419997959445,0.27634579895777434,-0.06598786729366725
33,[Cl:1][C@:5]([C:4]([H:3])([N+:31]([O-:32])[O:33])[H:41])([H:11])[N:21]([H:22])[H:23].[H-:2],0.4099403822234449,0.48526216499451297,0.5111979819194603,0.5325404697941152,0.3949821229459315,0.4703301537983777,0.49629758999377904,0.5176987257676064,0.36149573477412217,0.43680527971805255,0.462855113181673,0.4841204062950853,0.33697038008328206,0.4124002583238015,0.43820084887601063,0.45974095559661565,0.327946453148133,-0.03767249526529616
34,[Cl:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([C:11]([H:12])([H:13])[H:14])[H:21].[F-:2],0.5245208931760497,0.5524710154701039,0.5699619538885426,0.5855828676820908,0.4802537416628601,0.5082190112543309,0.5257935349063321,0.5414856105655115,0.4752151629683225,0.5031858436237834,0.5206779074844066,0.5363602227919406,0.4275804113954691,0.4556198307923073,0.4730393696353394,0.48876174137285416,0.3347355435522113,-0.11415754854278723
35,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[F-:1].[H:2][H:3],0.4215665885366112,0.50155098952237,0.5256538659843701,0.5426408253668985,0.39165118118880915,0.47171273241460243,0.4958762378640248,0.5129383754263069,0.36287715572178564,0.4428786474805408,0.466978612148272,0.48404553697997965,0.307702909404881,0.3877319545404607,0.4116965895609713,0.42883119305847484,0.28822906018489636,-0.03770606816592417
36,[Br-:1].[C:4](=[C:5](/[C:11]#[N:12])[H:21])(\[C:31]#[N:32])[N:41]([H:42])[H:43].[Cl:2][H:3],0.44533915596802115,0.47031373461743337,0.48435919765559526,0.5016248785769467,0.4319762231089994,0.45699488607023475,0.47129640994814476,0.4884679833891914,0.38205849900517724,0.4072521388668696,0.4213393544534849,0.43888726971703934,0.06443724013299232,0.08919673038730508,0.10379671260719467,0.12082953303154062,0.33422736435562905,0.008884374922963243
37,[Br:2][H:3].[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[C:21]#[N:22])(\[C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43].[Cl-:1],0.4175112863746008,0.4783848908993316,0.49192820608093746,0.5120307345874424,0.4074144916010799,0.4682046966212193,0.48167604928628427,0.501860109216878,0.3777220879666898,0.4385426857848428,0.4519774759156898,0.4722232888398036,0.3103397415687111,0.37119520955987245,0.3846000155746947,0.40490808393615085,0.2909775498095314,-0.029894560876580593
38,[Cl:1][C@:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[F-:2],0.48300730746365905,0.5165381407068947,0.5357902440363247,0.5544714863975312,0.4671291016191318,0.5006288182400074,0.5198320552237586,0.5385221543318867,0.43971498536494574,0.47325092998668,0.49245840256933404,0.5111321174899884,0.4183923746236765,0.4519793955308929,0.4711767302801186,0.4899044898581664,0.33273240036121166,-0.10887751854878962
39,[F:1][C@:5]([C@:4]([H:3])([N+:31]([O-:32])[O:33])[N:41]([H:42])[H:43])([N:11]([H:12])[H:13])[C:21]#[N:22].[H-:2],0.41673292663611694,0.4608878148853778,0.4946529728689037,0.5218117219816227,0.4009397537858133,0.4450067725961251,0.4787512422177905,0.5060021546819945,0.3621135057136219,0.4062594810891286,0.4401224055459547,0.467189517612956,0.3235805646517803,0.368016837013408,0.4016511457235163,0.42881629236221375,0.32826297180685765,-0.03115616926980296
40,[Br:1][C@:5]([C@:4]([H:3])([C:31]#[N:32])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[H:21].[F-:2],0.46034436901808806,0.4969187780825262,0.5145203562518894,0.5426992134978124,0.43043555040233583,0.467124631341452,0.48466910956767706,0.5128886645288767,0.4215649518718826,0.45825629618948593,0.4757986908790463,0.5040754919867989,0.40432531347811,0.44099045740116216,0.4585375184250899,0.4866428246088563,0.3700740266478972,-0.060066664226346766
41,[C:4](=[C:5](/[H:11])[N:21]([H:22])[H:23])(\[C:31]([H:32])([H:33])[H:34])[C:41]#[N:42].[Cl-:1].[F:2][H:3],0.4421483465895628,0.5090578865214026,0.5275123531624507,0.5458955583940481,0.43516602515925784,0.5021299947682557,0.5205806704304228,0.5389530452098396,0.40472914315258945,0.4714713868426724,0.48996554380339524,0.5083337722249289,0.32068579773957506,0.38746274837541217,0.40603223156425877,0.42429661607332747,0.29734214476877446,-0.036206096586147415
42,[Br:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[H-:2],0.46290108180514966,0.526351330887962,0.5602575625208543,0.5761307617972682,0.4114436742408614,0.47491139792240517,0.5088529099907829,0.524784341385641,0.402205943446128,0.4656674396449735,0.49958048607579164,0.5154449557415989,0.3771335384538785,0.44060875582308423,0.47447115914289817,0.49030341555184637,0.33290820227292917,-0.06479723607507101
43,[C:4](=[C:5](/[C:11]#[N:12])[C:21]([H:22])([H:23])[H:24])(\[C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43].[Cl-:1].[Cl:2][H:3],0.4282344045704717,0.49115651438247915,0.5085451007420898,0.5245438043047786,0.42017848136880664,0.4830823277513721,0.5004543133830637,0.5165534217916655,0.3982542795404021,0.4611209977248459,0.4783107404699624,0.49451084689329133,0.3132281064007344,0.3760065987827333,0.39337448363167243,0.40937094645443184,0.2899771567797524,-0.03538643811582286
44,[Br:1][C@:5]([C@:4]([H:3])([N+:31]([O-:32])[O:33])[N:41]([H:42])[H:43])([C:11]#[N:12])[N:21]([H:22])[H:23].[F-:2],0.40673593591979573,0.4322262343134707,0.46199920201196826,0.49821668171346223,0.40157346839907576,0.4267842691692129,0.456626767551031,0.49301608636862415,0.3727652391473959,0.39823570145059495,0.42775015387067816,0.46410255703277814,0.3057696343802855,0.33155860633825845,0.3608405780077363,0.39723647385130867,0.3385506098273886,-0.029537928820457433
45,[F:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]#[N:12])[N+:21]([O-:22])[O:23].[H-:2],0.4384692349784274,0.4833550707363772,0.5153141883922345,0.5458716342264163,0.4204128339806731,0.46535876397064946,0.49724782712079385,0.5278468645880444,0.37899602666212645,0.42402968231440347,0.4560019439541228,0.4863325755061235,0.24888936094891742,0.29451806908231903,0.3262556482350647,0.3568121258199823,0.3453304350965888,-0.022018680932870394
46,[F:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([H:11])[C:21]([H:22])([H:23])[H:24].[H-:2],0.5164126481631346,0.5319977632306465,0.5619121818254575,0.5804326110078999,0.5026218484491493,0.5182448280116816,0.5481607430778196,0.5666455142563438,0.4792050743929594,0.49496936708060907,0.5249183748301861,0.543335094958062,0.42357446156173195,0.43925687138237934,0.4691297432576521,0.48765684285312705,0.3590120255802915,-0.09401966636691361
47,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[H:31])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[H:2][H:3],0.40570505285424197,0.4761705599498507,0.5119085137308717,0.5294140650087632,0.3941835404881296,0.46471068988620523,0.5004077993856327,0.5180175946148358,0.3651939182628389,0.43560645800756675,0.4714403945662835,0.48861801569250185,0.28184859148338637,0.35266199677077414,0.38820596355023895,0.40551444319196933,0.31481319389457807,-0.015216430461013156
48,[Br:2][H:3].[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[H:21])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1],0.445660952895593,0.486345932572251,0.5175601119424,0.5297625033659773,0.42839129711339263,0.46907341782991746,0.5003424522745757,0.5124092338936533,0.4118686383406425,0.4524717633577276,0.4837567516051486,0.4957711348550056,0.3627333049836901,0.40341949083820483,0.4346772901368915,0.4469197110653565,0.3124701933865444,-0.0628687051694721
49,[C:4](=[C:5](/[C:11]#[N:12])[H:21])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1].[Cl:2][H:3],0.4395269748353006,0.5087138658726543,0.5211868655240635,0.5407574283044748,0.42840022930722077,0.49769912100810687,0.5101885740388665,0.5297181607784597,0.4064124065161909,0.4756247369258446,0.48802120884535916,0.5075277279466938,0.26027176851770184,0.3297976408335576,0.3423053108492839,0.3617413899434442,0.34610980409974906,-0.012931282681407873
50,[Cl:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([H:11])[N+:21]([O-:22])[O:23].[F-:2],0.4128115343715577,0.4911021514747751,0.5179449284350857,0.5427755202089976,0.40222364480525485,0.48055293673657307,0.5074201164302272,0.5323694722824894,0.36660223043018253,0.4448741900955643,0.47181876157655883,0.49660622426826684,0.33399958509332744,0.41241622598928096,0.43920614175285033,0.4641797890756997,0.32955970859118394,-0.03261348670739297
51,[Br:1][C@:5]([C:4]([H:3])([H:31])[H:41])([N:11]([H:12])[H:13])[H:21].[F-:2],0.4879060353927686,0.5574541550614222,0.5868440551529763,0.605317755787566,0.4229581886029309,0.49247516301143335,0.5218695132367048,0.5403857139841075,0.4173906066458203,0.48695748587815724,0.5163840829158682,0.5347513410481783,0.39486187070862133,0.46449877951340585,0.49377604269334496,0.5120778001183821,0.35241413641230446,-0.07533358495045969
52,[Br:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([H:11])[C:21]#[N:22].[F-:2],0.4453921420295285,0.500841492095907,0.5191869461745153,0.5520614509232996,0.41628402080815957,0.4718332341002333,0.4900733414365573,0.5230513241644461,0.40240677711068396,0.45792555322179523,0.47619758676305945,0.5091134651767033,0.3609960718154017,0.41657342996253927,0.4347612486744037,0.46783270265651594,0.3524455378052406,-0.03504570613790841
53,[F:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23].[H-:2],0.4261494802761342,0.5169384690301604,0.5398359926115219,0.5556452891278879,0.40313378959611584,0.4939531509201064,0.5168682948738497,0.5327790715447788,0.36412113917922895,0.4548290400707943,0.4779367171651637,0.49371949550438393,0.3306602258971899,0.42137473520849433,0.4444441538933298,0.46030026049927475,0.31812290737543264,-0.03991947969500814
54,[C:4](=[C:5](/[C:11]#[N:12])[N+:21]([O-:22])[O:23])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1].[F:2][H:3],0.43404147061907866,0.46516831321389845,0.4887389581877312,0.5135332320600825,0.42102189585231653,0.45211255709274367,0.4756495286524009,0.5004693099653306,0.36881403111197886,0.4001171214125015,0.42377971193657193,0.4483641726453132,0.0983695593594132,0.12987806239400565,0.15357498419768695,0.17833455259980008,0.31375064339365955,-0.0004619867610207079
