,xxx,mulliken_dipole_tot,mulliken_quadrupoles
38,[Cl:1][C@:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[F-:2],1.9731688601530983,5.4575698866661
39,[F:1][C@:5]([C@:4]([H:3])([N+:31]([O-:32])[O:33])[N:41]([H:42])[H:43])([N:11]([H:12])[H:13])[C:21]#[N:22].[H-:2],3.2541839612733456,7.582189634633897
40,[Br:1][C@:5]([C@:4]([H:3])([C:31]#[N:32])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[H:21].[F-:2],2.894501836825267,7.108946909758501
41,[C:4](=[C:5](/[H:11])[N:21]([H:22])[H:23])(\[C:31]([H:32])([H:33])[H:34])[C:41]#[N:42].[Cl-:1].[F:2][H:3],4.387428391928443,9.803779499533622
42,[Br:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[H-:2],2.3980275147158636,3.563089420032231
43,[C:4](=[C:5](/[C:11]#[N:12])[C:21]([H:22])([H:23])[H:24])(\[C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43].[Cl-:1].[Cl:2][H:3],4.485692085311958,9.610826998613614
44,[Br:1][C@:5]([C@:4]([H:3])([N+:31]([O-:32])[O:33])[N:41]([H:42])[H:43])([C:11]#[N:12])[N:21]([H:22])[H:23].[F-:2],3.1356613243421876,6.588369838744519
45,[F:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]#[N:12])[N+:21]([O-:22])[O:23].[H-:2],2.840058435528635,5.533740849887041
46,[F:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([H:11])[C:21]([H:22])([H:23])[H:24].[H-:2],2.9499984003188615,7.152806373596555
47,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[H:31])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[H:2][H:3],3.0360614159036836,5.575171538610651
48,[Br:2][H:3].[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[H:21])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1],1.9805747877387383,4.557338238461975
49,[C:4](=[C:5](/[C:11]#[N:12])[H:21])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1].[Cl:2][H:3],3.7890568197816314,8.809675676170789
50,[Cl:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([H:11])[N+:21]([O-:22])[O:23].[F-:2],2.3072408072783563,4.7807847833770625
51,[Br:1][C@:5]([C:4]([H:3])([H:31])[H:41])([N:11]([H:12])[H:13])[H:21].[F-:2],1.9222954694098557,3.706059818968891
52,[Br:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([H:11])[C:21]#[N:22].[F-:2],3.074376232583589,6.099812243793535
53,[F:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23].[H-:2],2.705867884820493,5.033312067134977
54,[C:4](=[C:5](/[C:11]#[N:12])[N+:21]([O-:22])[O:23])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1].[F:2][H:3],3.717121317821102,8.330035341213575
55,[C:4](=[C:5](/[H:11])[C:21]#[N:22])(\[C:31]([H:32])([H:33])[H:34])[H:41].[Cl-:1].[H:2][H:3],3.9252316799892,8.336513832552427
56,[C:4](=[C:5](/[N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23])(\[N+:31]([O-:32])[O:33])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[H:2][H:3],2.234588216539822,9.729434778512076
57,[Br-:1].[C:4](=[C:5]([H:11])[C:21]([H:22])([H:23])[H:24])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[H:2][H:3],2.4637357461114595,6.014431104887999
58,[Br:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([C:11]#[N:12])[C:21]([H:22])([H:23])[H:24].[F-:2],3.7076968637583976,7.17929313968978
59,[Br-:2].[Cl:1][C:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([C:11]#[N:12])[C:21]#[N:22],3.2683577948498233,5.927782986848096
60,[C:4](=[C:5]([N:11]([H:12])[H:13])[H:21])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[F:2][H:3],2.2931615819100686,5.165118152671846
61,[C:4](=[C:5](/[C:11]#[N:12])[N:21]([H:22])[H:23])(\[C:31]#[N:32])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[Cl:2][H:3],2.646897564220453,15.479831337928758
62,[C:4](=[C:5](/[N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24])(\[C:31]([H:32])([H:33])[H:34])[N+:41]([O-:42])[O:43].[F-:1].[H:2][H:3],3.8366001754933436,6.121557265068522
63,[C:4](=[C:5](/[N:11]([H:12])[H:13])[H:21])(\[H:31])[C:41]#[N:42].[Cl-:1].[F:2][H:3],4.941257890790015,13.304682525434751
64,[Cl:1][C@:5]([C:4]([H:3])([C:31]#[N:32])[H:41])([N:11]([H:12])[H:13])[H:21].[F-:2],3.0724518656132362,7.937030879547282
65,[Br:1][C@:5]([C:4]([H:3])([H:31])[C:41]#[N:42])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[H-:2],3.0742577394971398,9.937167335378286
66,[Cl:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([H:11])[N+:21]([O-:22])[O:23].[H-:2],2.519113918224273,4.96577027766766
67,[C:4](=[C:5](/[N:11]([H:12])[H:13])[H:21])(\[C:31]([H:32])([H:33])[H:34])[C:41]#[N:42].[Cl-:1].[F:2][H:3],4.370678433538881,9.796282447891171
68,[C:4](=[C:5]([H:11])[C:21]([H:22])([H:23])[H:24])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[Cl-:1].[F:2][H:3],2.3528169679621476,5.708882349357046
69,[Cl-:2].[Cl:1][C:5]([C@:4]([H:3])([C:31]#[N:32])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[C:21]([H:22])([H:23])[H:24],2.847674343440852,7.606997100585785
70,[Br:1][C:5]([C@:4]([H:3])([C:31]#[N:32])[C:41]([H:42])([H:43])[H:44])([C:11]#[N:12])[C:21]#[N:22].[Cl-:2],4.037007262585784,7.995361841797807
71,[Br:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([C:11]#[N:12])[H:21].[H-:2],4.147980702546324,7.15486783159303
72,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43].[Cl-:1].[H:2][H:3],3.9401919855518637,7.760164906192235
73,[Br-:2].[Cl:1][C:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[N+:41]([O-:42])[O:43])([H:11])[H:21],2.2660173381052044,6.1100869216742835
74,[Br:2][H:3].[C:4](=[C:5]([H:11])[H:21])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[F-:1],2.4119811355778253,6.459936699874278
75,[Cl:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([N+:11]([O-:12])[O:13])[C:21]#[N:22].[F-:2],3.100755847190242,5.611038943519207
76,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[C:21]#[N:22])(\[H:31])[N:41]([H:42])[H:43].[Cl-:1].[Cl:2][H:3],4.317882295139066,9.887002986911563
77,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[N:21]([H:22])[H:23])(\[C:31]([H:32])([H:33])[H:34])[C:41]#[N:42].[F-:1].[H:2][H:3],4.6760465841332515,8.802684274352904
78,[Br-:1].[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[N:21]([H:22])[H:23])(\[N:31]([H:32])[H:33])[H:41].[F:2][H:3],2.9436679204369507,6.860213721048092
79,[C:4](=[C:5](/[N:11]([H:12])[H:13])[H:21])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[F:2][H:3],2.8085786625461275,6.281555470522205
80,[F:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[H:41])([H:11])[C:21]([H:22])([H:23])[H:24].[H-:2],2.3379687061500154,2.9354438684503146
81,[Br:1][C:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([C:11]([H:12])([H:13])[H:14])[C:21]([H:22])([H:23])[H:24].[Cl-:2],2.845106103808417,7.757506208662877
82,[Br-:2].[Br:1][C@:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([H:11])[N+:21]([O-:22])[O:23],2.5629889977587985,5.6967896203294845
83,[Br:1][C@:5]([C:4]([H:3])([H:31])[C:41]#[N:42])([N+:11]([O-:12])[O:13])[N:21]([H:22])[H:23].[H-:2],2.8881602012274854,8.070609074338412
84,[Br-:1].[C:4](=[C:5](/[H:11])[N:21]([H:22])[H:23])(\[C:31]([H:32])([H:33])[H:34])[H:41].[F:2][H:3],2.435041892805335,5.9899034149718755
85,[Br-:1].[C:4](=[C:5](/[N:11]([H:12])[H:13])[H:21])(\[C:31]#[N:32])[N:41]([H:42])[H:43].[F:2][H:3],4.009082826621205,11.647743171741709
86,[Cl-:2].[Cl:1][C:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([C:11]([H:12])([H:13])[H:14])[C:21]([H:22])([H:23])[H:24],2.1884126704498725,2.9768268406800713
87,[C:4](=[C:5]([H:11])[C:21]#[N:22])([H:31])[H:41].[Cl-:1].[F:2][H:3],3.6873012796422855,7.261325839172665
88,[Br-:2].[F:1][C:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([H:11])[H:21],1.8572357572294311,6.631522960561673
89,[C:4](=[C:5](/[N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23])(\[H:31])[N:41]([H:42])[H:43].[Cl-:1].[F:2][H:3],3.4630192216194033,8.125899120360973
90,[Br:1][C@:5]([C:4]([H:3])([C:31]#[N:32])[H:41])([C:11]#[N:12])[N:21]([H:22])[H:23].[H-:2],3.711428049877102,8.786445556980325
91,[C:4](=[C:5](/[H:11])[N+:21]([O-:22])[O:23])(\[H:31])[C:41]([H:42])([H:43])[H:44].[F-:1].[H:2][H:3],3.03480370167092,5.254656170904101
92,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[H:21])(\[C:31]#[N:32])[H:41].[Cl-:1].[F:2][H:3],3.851981694084843,8.748312843088645
93,[C:4](=[C:5]([N:11]([H:12])[H:13])[N:21]([H:22])[H:23])([H:31])[C:41]#[N:42].[Cl-:1].[H:2][H:3],4.500215846214822,14.348089518744706
94,[C:4](=[C:5](/[N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24])(\[H:31])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[F:2][H:3],2.2691684748601326,4.767405065317889
95,[Br:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[C:41]#[N:42])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[H-:2],3.0028693482234052,8.533818791608592
96,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[H:21])(\[H:31])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[F:2][H:3],1.893507045785889,4.089184983924416
97,[Cl:1][C@:5]([C@:4]([H:3])([N+:31]([O-:32])[O:33])[N:41]([H:42])[H:43])([N:11]([H:12])[H:13])[C:21]#[N:22].[F-:2],3.101804017832534,6.936100281594162
98,[Cl:1][C@:5]([C@:4]([H:3])([C:31]#[N:32])[N:41]([H:42])[H:43])([N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23].[H-:2],3.327923558265696,6.684500001388412
99,[C:4](=[C:5](/[C:11]#[N:12])[H:21])(\[C:31]([H:32])([H:33])[H:34])[C:41]#[N:42].[Cl-:1].[Cl:2][H:3],3.1525378404794386,14.038616736929239
100,[F:1][C:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([H:11])[H:21].[H-:2],2.0421896292167903,5.665417746984305
101,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[F-:2],2.0641421835326392,5.301954429257648
102,[F:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[C:41]([H:42])([H:43])[H:44])([N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23].[H-:2],2.6002303928714285,4.997527107667745
103,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[N+:21]([O-:22])[O:23])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[F-:1].[H:2][H:3],3.836600191447174,6.121557232111639
104,[Br:1][C:5]([C:4]([H:3])([C:31]#[N:32])[H:41])([C:11]([H:12])([H:13])[H:14])[C:21]([H:22])([H:23])[H:24].[Cl-:2],2.6026186493667973,11.744967634672747
105,[Cl:1][C:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]#[N:42])([C:11]#[N:12])[C:21]#[N:22].[H-:2],4.138968208290855,6.151892867589114
106,[Br:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([H:11])[N:21]([H:22])[H:23].[F-:2],1.9124677982389477,3.3543526010786224
107,[C:4](=[C:5]([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24])([H:31])[H:41].[Cl-:1].[F:2][H:3],2.2900799958785405,5.366405360146082
108,[Br:2][H:3].[C:4](=[C:5](/[H:11])[C:21]([H:22])([H:23])[H:24])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1],2.4370018707192527,5.803702737088615
109,[C:4](=[C:5]([N:11]([H:12])[H:13])[H:21])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[Cl-:1].[F:2][H:3],2.7130186767569855,6.885921812371367
110,[Cl:1][C:5]([C:4]([H:3])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43])([C:11]#[N:12])[C:21]#[N:22].[F-:2],2.6379805396800124,5.140921788424151
111,[Br-:1].[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43].[Cl:2][H:3],3.8632064900407777,9.245919038810865
112,[Cl:1][C@:5]([C:4]([H:3])([H:31])[C:41]#[N:42])([H:11])[N:21]([H:22])[H:23].[F-:2],3.070309274174474,7.95936562618621
113,[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[C:21]#[N:22])(\[N:31]([H:32])[H:33])[H:41].[Cl-:1].[H:2][H:3],3.8191720676371985,7.8938599508736385
114,[Br-:1].[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[N:31]([H:32])[H:33])[H:41].[H:2][H:3],4.18334900430511,8.772973838519393
115,[F:1][C@:5]([C:4]([H:3])([H:31])[C:41]([H:42])([H:43])[H:44])([C:11]([H:12])([H:13])[H:14])[H:21].[H-:2],2.333360250808159,2.9252691766771846
116,[Br:1][C@:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([C:11]([H:12])([H:13])[H:14])[C:21]#[N:22].[Cl-:2],3.105917457726366,5.53518964960047
117,[Br-:1].[C:4](=[C:5](/[N+:11]([O-:12])[O:13])[H:21])(\[N+:31]([O-:32])[O:33])[N:41]([H:42])[H:43].[Cl:2][H:3],2.0718941696408053,11.502639032762415
118,[Cl:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[H:41])([C:11]([H:12])([H:13])[H:14])[C:21]#[N:22].[F-:2],3.3650506740973176,5.495542475747203
119,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[N:21]([H:22])[H:23])(\[C:31]#[N:32])[H:41].[F-:1].[H:2][H:3],5.100253476864828,11.135353512838785
120,[Cl:1][C@:5]([C:4]([H:3])([H:31])[N+:41]([O-:42])[O:43])([N+:11]([O-:12])[O:13])[H:21].[H-:2],2.4676390800423005,7.092806251783554
121,[Br:1][C@:5]([C@:4]([H:3])([C:31]#[N:32])[C:41]([H:42])([H:43])[H:44])([N:11]([H:12])[H:13])[N+:21]([O-:22])[O:23].[H-:2],3.1180676316808653,7.002209387263011
122,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([H:11])[C:21]#[N:22].[Cl-:2],3.135939176251521,6.60122575027267
123,[C:4](=[C:5]([N+:11]([O-:12])[O:13])[N:21]([H:22])[H:23])([N:31]([H:32])[H:33])[N:41]([H:42])[H:43].[F-:1].[H:2][H:3],3.3132236670757953,7.90157237827062
124,[Cl:1][C:5]([C@:4]([H:3])([N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44])([N+:11]([O-:12])[O:13])[N+:21]([O-:22])[O:23].[H-:2],2.5102516472295853,5.05713297898531
125,[Br:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N+:41]([O-:42])[O:43])([C:11]([H:12])([H:13])[H:14])[N:21]([H:22])[H:23].[F-:2],2.5269143999882386,6.259587893962851
126,[Cl:1][C@:5]([C:4]([H:3])([H:31])[N:41]([H:42])[H:43])([H:11])[N+:21]([O-:22])[O:23].[F-:2],2.324908898633276,5.091893232958151
127,[Br-:2].[Cl:1][C:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([H:11])[H:21],1.867883766379895,6.635133310855274
128,[Br-:2].[Cl:1][C:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]#[N:12])[C:21]#[N:22],3.2052112340970167,5.934884099588731
129,[C:4](=[C:5](/[C:11]([H:12])([H:13])[H:14])[C:21]#[N:22])(\[H:31])[C:41]([H:42])([H:43])[H:44].[Cl-:1].[F:2][H:3],3.5810517369399966,6.741372200806774
130,[Cl:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[H-:2],2.3640211814827046,5.618352795463869
131,[F:1][C@:5]([C@:4]([H:3])([C:31]#[N:32])[C:41]([H:42])([H:43])[H:44])([N:11]([H:12])[H:13])[C:21]([H:22])([H:23])[H:24].[H-:2],3.2243621881154794,8.01278842657873
132,[Br:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[H:41])([C:11]([H:12])([H:13])[H:14])[C:21]#[N:22].[H-:2],3.5855415755532194,5.418284001356665
133,[Br-:1].[Br:2][H:3].[C:4](=[C:5](/[C:11]#[N:12])[H:21])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44],4.960990928285623,13.811037728666198
134,[Br-:1].[C:4](=[C:5](/[C:11]#[N:12])[H:21])(\[N:31]([H:32])[H:33])[C:41]([H:42])([H:43])[H:44].[H:2][H:3],5.120311972499527,12.520427110999641
135,[Br:1][C@:5]([C:4]([H:3])([C:31]([H:32])([H:33])[H:34])[H:41])([H:11])[N:21]([H:22])[H:23].[H-:2],2.2778776588814917,3.6189341354375926
136,[Br:1][C@:5]([C:4]([H:3])([N:31]([H:32])[H:33])[H:41])([C:11]#[N:12])[N+:21]([O-:22])[O:23].[F-:2],2.761677281987801,5.2708684289712755
137,[Br-:1].[C:4](=[C:5]([C:11]([H:12])([H:13])[H:14])[H:21])([H:31])[H:41].[H:2][H:3],1.988728064530094,4.696218465334842
138,[Br:1][C@:5]([C@:4]([H:3])([C:31]([H:32])([H:33])[H:34])[N:41]([H:42])[H:43])([N:11]([H:12])[H:13])[C:21]#[N:22].[H-:2],3.220502573662477,5.954296128586952
