rxn,smiles,ea
5145,[C:1]([C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:25]([C:26]([C:27]([H:28])[O:29][C:30](=[O:31])[C:32]([H:38])([H:39])[H:40])([H:36])[H:37])([H:33])([H:34])[H:35]>>[C:1]([H:11])([H:12])([H:13])[C:27]([C:26]([C:25]([H:33])([H:34])[H:35])([H:36])[H:37])([H:28])[O:29][C:30](=[O:31])[C:32]([H:38])([H:39])[H:40].[C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15],57.12166024517501
3378,[C:13]([C:14]([C:15]([H:16])[H:17])([N:18]([C:19](=[O:20])[H:26])[H:25])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2](=[C:3]([H:8])[H:9])[C:4]([H:10])([H:11])[H:12])([H:5])([H:6])[H:7]>>[C:1]([C:2](=[C:3][H:9])[C:4]([H:10])([H:11])[H:12])([H:5])([H:6])[H:7].[H:8][C:15]([C:14]([C:13]([H:21])([H:22])[H:23])([N:18]([C:19](=[O:20])[H:26])[H:25])[H:24])([H:16])[H:17],26.131985998887103
3162,[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11])([H:7])([H:8])[H:9].[C:21]([C:22]([C:23]([H:24])[C:25]([C:26]([H:34])([H:35])[H:36])([H:32])[H:33])([H:30])[H:31])([H:27])([H:28])[H:29]>>[C:1]([H:7])([H:8])([H:9])[C:23]([C:22]([C:21]([H:27])([H:28])[H:29])([H:30])[H:31])([H:24])[C:25]([C:26]([H:34])([H:35])[H:36])([H:32])[H:33].[C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])[H:11],60.26533138670493
106,[C:12]([C:13](=[C:14]([H:21])[H:22])[C:15](=[O:16])[O:17][H:23])([H:18])([H:19])[H:20].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:6])([H:7])[H:8]>>[C:13](=[C:14]([H:21])[H:22])[C:15](=[O:16])[O:17][H:23].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[C:12]([H:18])([H:19])[H:20])([H:6])([H:7])[H:8],67.97153508441988
4824,[C:15]([C:16]([C:17]([C:18]([H:31])([H:32])[H:33])([c:19]1[c:20]([H:34])[c:21]([H:35])[c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30])([H:28])[H:29])([H:25])([H:26])[H:27].[C:1]([O:2][C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:6])[H:7])[H:11])([H:8])([H:9])[H:10]>>[C:18]([H:31])([H:32])[H:33].[C:1]([O:2][C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:6])([H:7])[C:17]([C:16]([C:15]([H:25])([H:26])[H:27])([H:28])[H:29])([c:19]1[c:20]([H:34])[c:21]([H:35])[c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30])[H:11])([H:8])([H:9])[H:10],66.5580807106453
3105,[C:16]([C:17]([C:18]([H:19])[H:20])([N:21]([C:22](=[O:23])[H:29])[H:28])[H:27])([H:24])([H:25])[H:26].[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:14])([H:15])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([N:21]([C:22](=[O:23])[H:29])[H:28])[H:27])([H:19])[H:20])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],9.6309809301747
2505,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:16])([H:17])[H:18])([C:8]([C:9]([H:21])([H:22])[H:23])([H:19])[H:20])[H:15])([H:13])[H:14])([H:10])([H:11])[H:12].[C:24]([H:25])([H:26])[H:27]>>[C:1]([H:10])([H:11])([H:12])[C:24]([H:25])([H:26])[H:27].[C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:16])([H:17])[H:18])([C:8]([C:9]([H:21])([H:22])[H:23])([H:19])[H:20])[H:15])([H:13])[H:14],56.4377763044904
1038,[C:14]([O:15][C:16](=[C:17]([H:22])[H:23])[H:21])([H:18])([H:19])[H:20].[C:1]([C:2]([C:3]([H:4])[H:5])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:4])([H:5])[C:17]([C:16]([O:15][C:14]([H:18])([H:19])[H:20])[H:21])([H:22])[H:23])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11],15.800300644186793
2962,[C:1]([C:2]([O:3][C:4]([O:5])([C:6](=[C:7]([H:14])[H:15])[H:13])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([H:27])[H:28])([C:19]([H:29])([H:30])[H:31])[C:20](=[O:21])[O:22][C:23]([H:32])([H:33])[H:34])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][C:4](=[O:5])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([H:27])[H:28])([C:19]([H:29])([H:30])[H:31])[C:20](=[O:21])[O:22][C:23]([H:32])([H:33])[H:34])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6](=[C:7]([H:14])[H:15])[H:13],9.089118504954968
1740,[C:15]([C:16]([O:17][C:18](=[O:19])[C:20](=[C:21]([H:28])[H:29])[H:27])([H:25])[H:26])([H:22])([H:23])[H:24].[C:1]([C:2]([C:3]([H:4])[C:5](=[O:6])[N:7]([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[C:21]([C:20]([C:18]([O:17][C:16]([C:15]([H:22])([H:23])[H:24])([H:25])[H:26])=[O:19])[H:27])([H:28])[H:29])([H:11])[H:12])([H:8])([H:9])[H:10],13.267863132699858
5186,[C:1]([C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:25]([C:26]([C:27]([H:28])[H:29])([N:30]([C:31](=[O:32])[H:38])[H:37])[H:36])([H:33])([H:34])[H:35]>>[C:1]([C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([c:5]1[c:6][c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[H:20][C:27]([C:26]([C:25]([H:33])([H:34])[H:35])([N:30]([C:31](=[O:32])[H:38])[H:37])[H:36])([H:28])[H:29],25.20603246020619
2559,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])([C:8]([H:9])[H:10])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:20]([C:21](=[C:22]([H:29])[H:30])[C:23](=[O:24])[O:25][H:31])([H:26])([H:27])[H:28]>>[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])([C:8]([H:9])([H:10])[H:29])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:20]([C:21](=[C:22][H:30])[C:23](=[O:24])[O:25][H:31])([H:26])([H:27])[H:28],25.717197379563004
1425,[C:10]([C:11]([C:12]([C:13]([H:23])([H:24])[H:25])[C:14](=[O:15])[O:16][C:17]([H:26])([H:27])[H:28])([H:21])[H:22])([H:18])([H:19])[H:20].[O:1]([C:2](=[O:3])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6]>>[C:10]([C:11](=[C:12]([C:13]([H:23])([H:24])[H:25])[C:14](=[O:15])[O:16][C:17]([H:26])([H:27])[H:28])[H:21])([H:18])([H:19])[H:20].[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])[H:9])([H:7])[H:22])[H:6],35.96875767788151
3395,[C:17]([C:18](=[C:19]([H:26])[H:27])[C:20](=[O:21])[O:22][H:28])([H:23])([H:24])[H:25].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])[H:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[C:20]([C:18]([C:17]([H:23])([H:24])[H:25])=[C:19]([H:26])[H:27])([O:21])[O:22][H:28])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],25.76252631674288
2432,[C:1]([C:2]([H:3])[H:4])([H:5])([H:6])[H:7].[C:8]([C:9]([C:10]([C:11]([H:22])([H:23])[H:24])([O:12][C:13](=[O:14])[C:15]([H:25])([H:26])[H:27])[H:21])([H:19])[H:20])([H:16])([H:17])[H:18]>>[C:1](=[C:2]([H:3])[H:4])([H:6])[H:7].[H:5][C:13]([O:12][C:10]([C:9]([C:8]([H:16])([H:17])[H:18])([H:19])[H:20])([C:11]([H:22])([H:23])[H:24])[H:21])([O:14])[C:15]([H:25])([H:26])[H:27],52.69428280141437
5067,[C:11]([C:12]([C:13]([H:14])[H:15])([N:16]([C:17](=[O:18])[H:24])[H:23])[H:22])([H:19])([H:20])[H:21].[C:1]([O:2][C:3](=[C:4]([H:9])[H:10])[H:8])([H:5])([H:6])[H:7]>>[C:1]([O:2][C:3]([C:4]([H:9])[H:10])([H:8])[C:13]([C:12]([C:11]([H:19])([H:20])[H:21])([N:16]([C:17](=[O:18])[H:24])[H:23])[H:22])([H:14])[H:15])([H:5])([H:6])[H:7],19.747660793364048
1084,[C:14](=[C:15]([c:16]1[c:17]([H:25])[c:18]([H:26])[c:19]([H:27])[c:20]([H:28])[c:21]1[H:29])[H:24])([H:22])[H:23].[C:1]([C:2]([C:3]([H:4])[H:5])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:4])([H:5])[C:19]1([H:27])[C:18]([H:26])[C:17]([H:25])=[C:16]([C:15](=[C:14]([H:22])[H:23])[H:24])[C:21]([H:29])=[C:20]1[H:28])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11],19.513506170304023
416,[O:1]([C:2]([C:3]([C:4]([C:5]([C:6]([C:7]([H:18])([H:19])[H:20])([H:16])[H:17])([H:14])[H:15])([H:12])[H:13])[H:11])([H:9])[H:10])[H:8]>>[H:20].[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]([H:16])([H:17])[C:7]1([H:18])[H:19])([H:9])[H:10])[H:8],57.50562337375595
1181,[C:14]([C:15]([C:16](=[C:17]([H:24])[H:25])[H:23])([H:21])[H:22])([H:18])([H:19])[H:20].[C:1]([C:2]([C:3]([H:4])[C:5](=[O:6])[O:7][H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:14]([C:15]([C:16]=[C:17]([H:24])[H:25])([H:21])[H:22])([H:18])([H:19])[H:20].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[O:7][H:13])[H:23])([H:11])[H:12])([H:8])([H:9])[H:10],26.737883756461088
4336,[C:16]([C:17]([C:18]([H:19])[H:20])([O:21][C:22](=[O:23])[C:24]([H:29])([H:30])[H:31])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](=[O:4])[C:5](=[C:6]([H:11])[H:12])[C:7]([H:13])([H:14])[H:15])([H:8])[H:10].[H:9][C:18]([C:17]([C:16]([H:25])([H:26])[H:27])([O:21][C:22](=[O:23])[C:24]([H:29])([H:30])[H:31])[H:28])([H:19])[H:20],20.88220773934154
2042,[C:2](=[O:3])([C:4](=[C:5]([H:9])[H:10])[H:8])[C:13]([C:12]([C:11]([H:19])([H:20])[H:21])([H:22])[H:23])([C:14]([H:24])([H:25])[H:26])[C:15](=[O:16])[O:17][C:18]([H:27])([H:28])[H:29].[N:1]([H:6])[H:7]>>[C:11]([C:12]([H:22])[H:23])([H:19])([H:20])[H:21].[N:1]([H:6])([H:7])[C:13]([C:2](=[O:3])[C:4](=[C:5]([H:9])[H:10])[H:8])([C:14]([H:24])([H:25])[H:26])[C:15](=[O:16])[O:17][C:18]([H:27])([H:28])[H:29],58.05638471018756
478,[C:1]([O:2][O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([C:9]([C:10]([H:23])([H:24])[H:25])([c:11]1[c:12]([H:26])[c:13]([H:27])[c:14]([H:28])[c:15]([H:29])[c:16]1[H:30])[H:22])([H:20])[H:21])([H:17])([H:18])[H:19]>>[C:1]([O:2][O:3][C:14]1([H:28])[C:13]([H:27])[C:12]([H:26])=[C:11]([C:9]([C:8]([C:7]([H:17])([H:18])[H:19])([H:20])[H:21])([C:10]([H:23])([H:24])[H:25])[H:22])[C:16]([H:30])=[C:15]1[H:29])([H:4])([H:5])[H:6],29.77288014203077
1961,[C:11]([C:12]([O:13][C:14](=[O:15])[C:16]([C:17]([H:27])([H:28])[H:29])([C:18]([H:19])[H:20])[H:26])([H:24])[H:25])([H:21])([H:22])[H:23].[N:1]([C:2](=[O:3])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])[H:7]>>[C:11]([C:12]([O:13][C:14](=[O:15])[C:16]([C:17]([H:27])([H:28])[H:29])=[C:18]([H:19])[H:20])([H:24])[H:25])([H:21])([H:22])[H:23].[N:1]([C:2]([O:3][H:26])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:6])[H:7],27.387883736519143
179,[C:12](=[C:13]([c:14]1[c:15]([H:23])[c:16]([H:24])[c:17]([H:25])[c:18]([H:26])[c:19]1[H:27])[H:22])([H:20])[H:21].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:6])([H:7])[H:8]>>[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:7])[H:8].[H:6][C:16]1([H:24])[C:15]([H:23])=[C:14]([C:13](=[C:12]([H:20])[H:21])[H:22])[C:19]([H:27])=[C:18]([H:26])[C:17]1[H:25],44.78850613965187
896,[C:19]([C:20]([C:21]([H:22])[H:23])([O:24][C:25](=[O:26])[C:27]([H:32])([H:33])[H:34])[H:31])([H:28])([H:29])[H:30].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([H:11])[H:12])([H:8])([H:9])[H:10].[C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])([H:13])[C:21]([C:20]([C:19]([H:28])([H:29])[H:30])([O:24][C:25](=[O:26])[C:27]([H:32])([H:33])[H:34])[H:31])([H:22])[H:23],60.70279144233791
4055,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])[H:10])([H:11])([H:12])[H:13].[C:20](=[C:21]([N:22]([C:23](=[O:24])[H:29])[H:28])[H:27])([H:25])[H:26]>>[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[O:24][C:23]([N:22]([C:21](=[C:20]([H:25])[H:26])[H:27])[H:28])[H:29])([H:11])([H:12])[H:13],30.56904512608889
5593,[C:11]([C:12]([C:13]([H:14])[N:15]([C:16](=[O:17])[H:24])[H:23])([H:21])[H:22])([H:18])([H:19])[H:20].[C:1](=[C:2]([N:3]([C:4](=[O:5])[H:10])[H:9])[H:8])([H:6])[H:7]>>[C:11]([C:12]([C:13]([H:14])=[N:15][C:16](=[O:17])[H:24])([H:21])[H:22])([H:18])([H:19])[H:20].[C:1]([C:2]([N:3]([C:4](=[O:5])[H:10])[H:9])([H:8])[H:23])([H:6])[H:7],44.28487065550871
877,[C:19]([C:20]([C:21]([H:22])[c:23]1[c:24]([H:34])[c:25]([H:35])[c:26]([H:36])[c:27]([H:37])[c:28]1[H:38])([H:32])[H:33])([H:29])([H:30])[H:31].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[N:7]([H:17])[H:18])[H:13])[H:11])([H:8])([H:9])[H:10].[H:12][C:21]([C:20]([C:19]([H:29])([H:30])[H:31])([H:32])[H:33])([H:22])[c:23]1[c:24]([H:34])[c:25]([H:35])[c:26]([H:36])[c:27]([H:37])[c:28]1[H:38],27.996061438287143
2647,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])([C:8]([H:9])[H:10])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:20]([C:21]([C:22]([C:23]([H:33])([H:34])[H:35])([N:24]([C:25](=[O:26])[H:37])[H:36])[H:32])([H:30])[H:31])([H:27])([H:28])[H:29]>>[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[C:25]([N:24]([C:22]([C:21]([C:20]([H:27])([H:28])[H:29])([H:30])[H:31])([C:23]([H:33])([H:34])[H:35])[H:32])[H:36])([O:26][H:16])[H:37])([H:14])[H:15])([H:11])([H:12])[H:13],31.38568106334424
