,xxx,HOMO-3/LUMO,HOMO-3/LUMO+1,HOMO-3/LUMO+2,HOMO-3/LUMO+3,HOMO-2/LUMO,HOMO-2/LUMO+1,HOMO-2/LUMO+2,HOMO-2/LUMO+3,HOMO-1/LUMO,HOMO-1/LUMO+1,HOMO-1/LUMO+2,HOMO-1/LUMO+3,HOMO/LUMO,HOMO/LUMO+1,HOMO/LUMO+2,HOMO/LUMO+3,IP,EA
15,[C:1]([C:2]([C:3]([H:8])[H:9])([C:4]([H:10])([H:11])[H:12])[C:15]([C:14]([C:13]([H:22])([H:23])[H:24])([O:18][C:19](=[O:20])[C:21]([H:26])([H:27])[H:28])[H:25])([H:16])[H:17])([H:5])([H:6])[H:7],0.4879635469446718,0.5255045158674498,0.5488009566504659,0.5604239584725517,0.47609537019194115,0.5136034319650393,0.5369892624250404,0.5486522437613919,0.45483611447172656,0.49237229010727007,0.5156918536422002,0.5274203986973517,0.43248377781458236,0.4700271570523336,0.49330268209413,0.5050580698445584,0.35587908224232473,-0.09958328967863836
16,[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[C:17]1([H:25])[C:16]([H:24])[C:15]([H:23])=[C:14]([C:13](=[C:12]([H:20])[H:21])[H:22])[C:19]([H:27])=[C:18]1[H:26])([H:6])([H:7])[H:8],0.4151421795801052,0.48676842233681616,0.5041348030266101,0.5151254866721183,0.4082784208468923,0.4798066165845872,0.49723987140447334,0.5081776248718358,0.3642720094579368,0.43596667913630693,0.453193872360467,0.4642295826778119,0.3169731902476053,0.38834272555249416,0.40589312980051984,0.4166992110505781,0.3018975584231528,-0.02018697716632825
17,[C:1]([C:2]([C:3](=[C:4][H:12])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7].[H:11][C:15]([C:14]([C:13]([H:23])([H:24])[H:25])([H:26])[H:27])([H:16])[c:17]1[c:18]([H:28])[c:19]([H:29])[c:20]([H:30])[c:21]([H:31])[c:22]1[H:32],0.4621668514829279,0.46834715110241126,0.511927054876454,0.541923738553983,0.4285599294464644,0.4347209478870139,0.47830266030917246,0.5083340057967293,0.3858400486369459,0.392029913197213,0.43567998249757317,0.4656383895730142,0.37551183615958594,0.38166411905248687,0.4253240310819262,0.4553336904546887,0.3153060720894064,-0.06417520327906676
18,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([O:6][C:20]([C:19]([H:26])([H:27])[H:28])([H:29])[H:30])([N:7]([H:17])[H:18])[C:21]([H:22])[C:23](=[O:24])[O:25][H:31])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],0.4504730870184798,0.5032567288645305,0.5189529263353722,0.5281892866571202,0.434984618805523,0.48778570656411946,0.5036154243550962,0.512709892579593,0.42198240768149536,0.4747233284855552,0.49045883406668456,0.4995589691112536,0.39714681947546093,0.4499990945643921,0.4656528416231217,0.47496783557525235,0.33375794148395566,-0.07943936172632658
19,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[O:7][H:16])[C:17]([C:18]([c:19]1[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]([H:31])[c:24]1[H:32])[H:27])([H:25])[H:26])([H:11])[H:12])([H:8])([H:9])[H:10],0.44325899042023414,0.45361678746527134,0.4776099308521429,0.5200466121801258,0.4041908193828676,0.41453413144724827,0.4386314765880629,0.48107615054140196,0.3862726011794809,0.39666617183289893,0.42074404404172777,0.4630897438810869,0.36456933531210056,0.3747575481897011,0.39875613695221707,0.4413211866114904,0.31672071473147645,-0.05387514785147664
20,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])([C:8]([C:9]([H:17])([H:18])[H:19])([H:15])[H:16])[N:24]([C:22]([C:21]([C:20]([H:27])([H:28])[H:29])([H:30])[H:31])([C:23]([H:33])([H:34])[H:35])[H:32])[H:36])([H:13])[H:14])([H:10])([H:11])[H:12].[C:25](=[O:26])[H:37],0.4296801807863754,0.4933467138141701,0.5238059483410746,0.5338195371803718,0.4155423029442617,0.47917865496866996,0.509658030331203,0.5196626787553172,0.3849141817380874,0.44854716401112177,0.4789809157368271,0.4888985170351246,0.32882157144748686,0.3925193384804992,0.4229015633264133,0.43304362447760314,0.29858336288991955,-0.044297039149804214
21,[C:10]([O:11][C:12]([C:13]([H:21])([H:22])[H:23])=[C:14]([H:15])[H:16])([H:17])([H:18])[H:19].[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])[H:9])([H:7])[H:20])[H:6],0.4960545640378447,0.5111333250691306,0.5481664514398911,0.5624441921891646,0.4814619097065783,0.49645363528445197,0.533551121400985,0.5478314475842095,0.4443541326100954,0.45932196146566173,0.4964930281560112,0.5108269054304941,0.39202733927442523,0.40697960197580735,0.4441397468753962,0.45839427746852823,0.3165834011409162,-0.09334598188344882
22,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:14])([H:15])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([N:21]([C:22](=[O:23])[H:29])[H:28])[H:27])([H:19])[H:20])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],0.45585813329922137,0.4946835503359517,0.5125526679456975,0.5298715261665888,0.4338643431509782,0.4727106741317611,0.4904969411042406,0.5079025024860296,0.40886664942776535,0.4477035645294123,0.46549935719163943,0.4828712617879794,0.40220215999258,0.4411011183543979,0.4587870506369299,0.4763567490874981,0.34067142115259696,-0.0807026686450682
23,[C:1]([C:2](=[C:3]([H:4])[C:15]([N:14]([H:19])[H:20])([O:16])[C:17](=[C:18]([H:22])[H:23])[H:21])[H:11])([H:8])([H:9])[H:10].[C:5](=[O:6])([O:7][H:13])[H:12],0.42555241513894926,0.4544269706263463,0.4915529082571952,0.5181204661130735,0.41098614167186476,0.4398185544253887,0.47694257861619616,0.5035153842238432,0.39378690066613353,0.4226293736174359,0.45971581164334,0.486349004377536,0.3782978037354358,0.40726436750601563,0.4443478575419416,0.47109014988144643,0.33589556117916874,-0.059192398766215605
24,[C:10]([C:11](=[C:12]([H:13])[C:14](=[O:15])[N:16]([H:22])[H:23])[H:20])([H:17])([H:18])[H:19].[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])([H:9])[H:21])[H:7])[H:6],0.40033374247205966,0.4791754610996911,0.5201100547728453,0.5286586568549934,0.37847770065925124,0.4573865211635967,0.49836827131866873,0.5068257557542826,0.3593915929942974,0.4383781475763383,0.4793560470584839,0.48775091994041253,0.3398873208081338,0.4187752291102106,0.4597665597646133,0.46819497915398206,0.3347824616701284,-0.024084040052287696
25,[C:1]([C:2](=[C:3]([H:4])[C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[H:11][C:17]([H:24])([H:25])[H:26].[O:18][C:19](=[O:20])[C:21](=[C:22]([H:27])[H:28])[C:23]([H:29])([H:30])[H:31],0.39893969990330974,0.4713642896611379,0.5117107613377273,0.5217457083434465,0.3790740639824626,0.45157242000673053,0.4918958935486132,0.501883338392531,0.36132411840749723,0.4339310194732122,0.47417141910468247,0.4842317112330104,0.2872616148430308,0.3598015255208157,0.4002623209310102,0.4101990424902987,0.3237574904576679,-0.005763748203439731
26,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:21]([H:22])([H:23])[H:24])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17],0.5414317108056611,0.5620509874108779,0.5704913994602332,0.5802428845412778,0.5269937880302702,0.5476396356273897,0.5560850005722084,0.565887951715196,0.5209409835670255,0.541637958490595,0.5502013868373903,0.5599235216364825,0.4891875926527615,0.5098357867989243,0.5181233017643859,0.5282094323280504,0.36867644472133326,-0.12973023395509595
27,[O:1]([O:2][C:4]([C:5]([N:6]([C:7](=[O:8])[H:13])[H:12])[H:11])([H:9])[H:10])[H:3],0.46653868826551115,0.4955260324836567,0.5236115598163942,0.5468943603070837,0.44887330280899534,0.4778838411294474,0.5059105136627489,0.5291592367963761,0.43410963453387696,0.46301043168280903,0.4911118464453132,0.5143715613437136,0.4145648429430643,0.4435301221717882,0.47159827912416663,0.49494388848223164,0.3493074742297958,-0.09884018980220793
28,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([O:6][C:21]([C:20]([C:19]([H:29])([H:30])[H:31])([H:32])[H:33])([H:22])[c:23]1[c:24]([H:34])[c:25]([H:35])[c:26]([H:36])[c:27]([H:37])[c:28]1[H:38])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],0.41143890321983356,0.41533615345225616,0.4804867500434032,0.4939383657939832,0.3916116835016834,0.3954551036905782,0.460660045259738,0.474031581664237,0.38557058255771964,0.38947155339694894,0.4545622482529129,0.46800567571852253,0.36789635507437884,0.3717757769894986,0.4369970118042975,0.45033781133462264,0.31397914284098405,-0.059196298803478875
29,[C:12]([C:13]([C:14]([C:15]([H:28])([H:29])[H:30])[c:16]1[c:17]([H:31])[c:18]([H:32])[c:19]([H:33])[c:20]([H:34])[c:21]1[H:35])([H:25])[H:26])([H:22])([H:23])[H:24].[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:7])[H:8].[H:6][H:27],0.4307761187794773,0.4554988678454939,0.48911114792355603,0.5205666587241272,0.38581149934674913,0.41047750790438736,0.44414482970685254,0.47561508719741985,0.36416761515721435,0.3890525585766497,0.42253067739491834,0.45408381634493356,0.33740459421177266,0.3620862417884939,0.3957529462297758,0.42724803924891186,0.31220321315184685,-0.03039288023241433
30,[C:15]([H:24])([H:25])[H:26].[N:1]([C:2]1([C:4](=[C:5]([H:9])[H:10])[H:8])[O:3][C:13]1([C:12]([C:11]([H:16])([H:17])[H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23])([H:6])[H:7],0.4632634333379155,0.5207908216009525,0.5431379437954476,0.5553552826801191,0.4305203079293727,0.4881072841125288,0.5104356719345982,0.5226719197002836,0.4160226773758284,0.4735196538416558,0.49582133894738345,0.5080831736942482,0.388774534960131,0.44638051782831134,0.46856657135932894,0.48087547636489403,0.32226781464090337,-0.07917460827015613
31,[C:17](=[C:18]([H:23])[H:24])[H:22].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[O:16][C:15]([H:19])([H:20])[H:21])([H:11])[H:12])([H:8])([H:9])[H:10],0.4564929864684581,0.4981735182878704,0.5199318151520483,0.5397925258035987,0.43691828011866257,0.4786491910929593,0.5003717580235878,0.5202436950385692,0.4139337127294903,0.4556094827279867,0.4773588886067506,0.49726322912962173,0.39551772703548255,0.437296617845913,0.45890693603387794,0.47885161646546964,0.3286652923816954,-0.08619338882434552
32,[C:1]([O:2][O:3][C:14]([H:24])([H:25])[H:26])([H:4])([H:5])[H:6].[C:7]([C:8]([C:9]([C:10]([H:21])([H:22])[H:23])([O:11][C:12]=[O:13])[H:20])([H:18])[H:19])([H:15])([H:16])[H:17],0.4816217450066743,0.5348328131755006,0.5546306399965308,0.5696370533180567,0.4640708385444636,0.5172744855769857,0.5370512039156476,0.5520685840053748,0.44631983085091187,0.4995343739842502,0.5193226250525151,0.5342937051631077,0.42205579819234035,0.47521743925600185,0.49488995453773044,0.510021747633177,0.35558881330856634,-0.08997009471574816
33,[C:1]([C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([C:5]1=[C:6]([H:20])[C:7]([H:21])[C:8]([H:22])([H:37])[C:9]([H:23])=[C:10]1[H:24])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:25]([C:26](=[C:27]([H:28])[H:29])[O:30][C:31](=[O:32])[C:33]([H:38])([H:39])[H:40])([H:34])([H:35])[H:36],0.4265212633021688,0.4601843450005395,0.4905343232577943,0.5148820721888819,0.40633286616067876,0.439979047805293,0.47029492503198034,0.4946775772885254,0.37154326681797667,0.40532645337346745,0.4354986167145382,0.4599160568177708,0.33213038782593923,0.36580688157526986,0.3959795308709725,0.420430215275878,0.28774910188076996,-0.04478463915260463
34,[C:12]([C:13]([C:14](=[C:15]([H:22])[H:23])[H:21])[H:20])([H:16])([H:17])[H:18].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[H:19])([H:6])([H:7])[H:8],0.4993135730220102,0.5305655473700019,0.5422465555526079,0.5639938874883079,0.48651981811130673,0.5178357635311919,0.5294880741186447,0.5512521161429954,0.47603019867769786,0.5072954288739443,0.51905069062792,0.5407496208620783,0.4106683996622055,0.4419678168648201,0.45361611783571043,0.4754616882283593,0.3383338962859802,-0.08648135336396688
35,[C:1]([C:2]([C:3]([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:4]([H:17])([H:18])([H:19])[C:27]([C:26]([C:25]([H:33])([H:34])[H:35])([H:36])[H:37])([H:28])[O:29][C:30](=[O:31])[C:32]([H:38])([H:39])[H:40],0.44256673002237445,0.44960856752608647,0.49209513746714306,0.523372833698092,0.4091852199786348,0.41614511437747154,0.4586463072813112,0.489890377103248,0.3884640142013905,0.3955156280105201,0.43800507631470537,0.4692370284901797,0.3687134211099692,0.37571410446290276,0.41820902397456816,0.44952610947758587,0.31314024678692554,-0.059605544949531894
36,[C:4]([H:8])([H:9])[H:10].[O:1]([O:2][C:5]([C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])[H:3],0.4960096017740625,0.5427330180611334,0.5757210587693861,0.5893448608832019,0.4513358594867851,0.4980136087289592,0.5310599414467497,0.544581027576718,0.42928138225903856,0.4760370469920643,0.5090612103027358,0.5226140894974672,0.4104357887031166,0.4571035414106988,0.49018848198892206,0.503730760061903,0.351107091545858,-0.08917603143776395
37,[C:1]([C:2]([C:3](=[C:4]([H:13])[H:14])[C:5](=[O:6])[O:7][H:16])([H:11])[H:12])([H:8])([H:9])[H:10].[H:15][C:22]([C:21]([O:20][C:18]([C:17]([H:23])([H:24])[H:25])=[O:19])[H:26])([H:27])[H:28],0.4182708550828608,0.49109109906257953,0.5378049362717521,0.5493816357109518,0.39464998099202286,0.4674846620076335,0.5143328481150051,0.5257776287862262,0.38319024149420733,0.4560311542702246,0.502882397708724,0.5144340004355076,0.35936316385543754,0.4320886571637256,0.4789537010150676,0.4905730649335891,0.3486094484585725,-0.026103035682037635
38,[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[O:7][H:13])[C:16]([C:15]([C:14]([H:20])([H:21])[H:22])[C:17](=[O:18])[O:19][H:25])([H:23])[H:24])([H:11])[H:12])([H:8])([H:9])[H:10],0.47809676325121997,0.49846922552158635,0.5366593976470253,0.5465030799501353,0.4668834431011907,0.4872501629824451,0.5254174336801738,0.5353404401020095,0.4397425025515436,0.46016970159660964,0.4983418221066206,0.5083007669720007,0.4207901915387596,0.4410800606991532,0.47921839716037506,0.48930280548115757,0.3603014503037116,-0.08222897634640834
39,[C:1]([C:2](=[C:3]([H:4])[C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[H:11][C:22]([C:21]([O:20][C:18]([C:17]([H:23])([H:24])[H:25])=[O:19])[H:26])([H:27])[H:28],0.490209828725228,0.5126022285964511,0.5509700926451851,0.5634397672634319,0.47184265483837473,0.4942107752533092,0.5326367522933955,0.5450976098210467,0.43940997479282096,0.46186777287445135,0.5002292521729981,0.5127664568622643,0.38921000201509093,0.41157704981205584,0.4499498946159348,0.46252343504915033,0.3154283660293016,-0.08433440200036502
40,[C:13]([C:14]([C:15]([H:24])([H:25])[H:26])([O:16][C:17]([H:27])([H:28])[H:29])[H:23])([H:21])[H:22].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[C:12]([H:18])([H:19])[H:20])([H:6])([H:7])[H:8],0.5217877334430865,0.5290742316136674,0.5343448696726434,0.5601921074622924,0.5167915900732177,0.5240923480436048,0.5292954397863541,0.5551734308943621,0.49807615519334963,0.5054526488713773,0.5106732526876285,0.5365234221412981,0.4529194485228851,0.4602556175659179,0.4653661560194419,0.49129226078105515,0.3469642281639206,-0.11729124525302888
41,[C:1]([H:7])([H:8])[H:9].[C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])([H:11])[C:23]([C:22]([C:21]([H:29])([H:30])[H:31])([H:32])[H:33])([H:24])[O:25][C:26](=[O:27])[C:28]([H:34])([H:35])[H:36],0.4913219395017162,0.5241943393122126,0.5408878759866792,0.5509233019794758,0.4814473211731385,0.5143091394844399,0.5310899291283896,0.5412092537590351,0.45879020645668495,0.49174660013375365,0.5084497470242964,0.5185653088068213,0.4408193981582775,0.47371574075304174,0.4903715893474147,0.5005740146561045,0.3550589548655048,-0.10252579376972885
42,[C:1]([C:2]([H:3])([H:4])[C:11]([H:22])([H:23])[H:24])([H:5])([H:6])[H:7].[C:8]([C:9]([C:10]([O:12][C:13](=[O:14])[C:15]([H:25])([H:26])[H:27])[H:21])([H:19])[H:20])([H:16])([H:17])[H:18],0.49629329315231685,0.5413010790475747,0.5571690608265127,0.5698953022343033,0.4868618206642437,0.5318839695478427,0.5477407621098818,0.5604487996536142,0.45828085059403156,0.5033587978787609,0.5192199845527454,0.5319223530079988,0.4276082252644887,0.4726731272643425,0.48835872306129796,0.5012673502070921,0.352450539326031,-0.09551395534325534
43,[H:9][C:12]([C:11]([C:10]([H:16])([H:17])[H:18])([H:19])[H:20])([H:13])[O:14][C:15]([H:21])([H:22])[H:23].[O:1]([C:2](=[O:3])[C:4](=[C:5][H:8])[H:7])[H:6],0.41832781345388337,0.532404234728375,0.5479805399994636,0.5594269016001057,0.3930412182338026,0.5071100148825014,0.5226865717612572,0.5341105853187798,0.38525303127831784,0.49936019884975397,0.5149514345674755,0.5263086259053742,0.3503326089763206,0.46443945868190656,0.48017435332341263,0.4915814245182018,0.3479230524460017,-0.025878770124037852
