,xxx,mulliken_dipole_tot,mulliken_quadrupoles
12,[C:13]([C:14](=[C:15]([H:16])[H:17])[O:18][C:19](=[O:20])[C:21]([H:26])([H:27])[H:28])([H:22])([H:23])[H:24].[C:1]([C:2]([C:3]([H:8])[H:9])([C:4]([H:10])([H:11])[H:12])[H:25])([H:5])([H:6])[H:7],1.8019594523176152,4.306072627780535
13,[C:12]([O:13][C:14](=[C:15]([H:20])[H:21])[H:19])([H:16])([H:17])[H:18].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:6])([H:7])[H:8],2.773881434730166,6.422226645309722
14,[O:1]([C:2]([C:3]([C:4]([C:5]([C:6]([C:7]([H:18])([H:19])[H:20])([H:16])[H:17])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])[H:9])[H:8],1.2245959318339588,3.3641657203717132
15,[C:1]([C:2]([C:3]([H:8])[H:9])([C:4]([H:10])([H:11])[H:12])[C:15]([C:14]([C:13]([H:22])([H:23])[H:24])([O:18][C:19](=[O:20])[C:21]([H:26])([H:27])[H:28])[H:25])([H:16])[H:17])([H:5])([H:6])[H:7],1.8119273257496176,3.787464918025769
16,[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[C:17]1([H:25])[C:16]([H:24])[C:15]([H:23])=[C:14]([C:13](=[C:12]([H:20])[H:21])[H:22])[C:19]([H:27])=[C:18]1[H:26])([H:6])([H:7])[H:8],3.092714969122142,6.879101522681263
17,[C:1]([C:2]([C:3](=[C:4][H:12])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7].[H:11][C:15]([C:14]([C:13]([H:23])([H:24])[H:25])([H:26])[H:27])([H:16])[c:17]1[c:18]([H:28])[c:19]([H:29])[c:20]([H:30])[c:21]([H:31])[c:22]1[H:32],0.3784217929364863,3.1324574683945072
18,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([O:6][C:20]([C:19]([H:26])([H:27])[H:28])([H:29])[H:30])([N:7]([H:17])[H:18])[C:21]([H:22])[C:23](=[O:24])[O:25][H:31])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],1.5777398535405438,3.6973159425925717
19,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[O:7][H:16])[C:17]([C:18]([c:19]1[c:20]([H:28])[c:21]([H:29])[c:22]([H:30])[c:23]([H:31])[c:24]1[H:32])[H:27])([H:25])[H:26])([H:11])[H:12])([H:8])([H:9])[H:10],1.398859062336268,5.633582819316085
20,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])([C:8]([C:9]([H:17])([H:18])[H:19])([H:15])[H:16])[N:24]([C:22]([C:21]([C:20]([H:27])([H:28])[H:29])([H:30])[H:31])([C:23]([H:33])([H:34])[H:35])[H:32])[H:36])([H:13])[H:14])([H:10])([H:11])[H:12].[C:25](=[O:26])[H:37],2.0570313340046504,4.48248387729808
21,[C:10]([O:11][C:12]([C:13]([H:21])([H:22])[H:23])=[C:14]([H:15])[H:16])([H:17])([H:18])[H:19].[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])[H:9])([H:7])[H:20])[H:6],1.310591799741077,5.073688384100723
22,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([C:7]([H:14])([H:15])[C:18]([C:17]([C:16]([H:24])([H:25])[H:26])([N:21]([C:22](=[O:23])[H:29])[H:28])[H:27])([H:19])[H:20])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],3.5702079663142525,6.801275642340867
23,[C:1]([C:2](=[C:3]([H:4])[C:15]([N:14]([H:19])[H:20])([O:16])[C:17](=[C:18]([H:22])[H:23])[H:21])[H:11])([H:8])([H:9])[H:10].[C:5](=[O:6])([O:7][H:13])[H:12],2.2624042422387323,4.071317993803352
24,[C:10]([C:11](=[C:12]([H:13])[C:14](=[O:15])[N:16]([H:22])[H:23])[H:20])([H:17])([H:18])[H:19].[O:1]([C:2](=[O:3])[C:4]([C:5]([H:8])([H:9])[H:21])[H:7])[H:6],3.141567089329501,5.547272851554188
25,[C:1]([C:2](=[C:3]([H:4])[C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[H:11][C:17]([H:24])([H:25])[H:26].[O:18][C:19](=[O:20])[C:21](=[C:22]([H:27])[H:28])[C:23]([H:29])([H:30])[H:31],2.821878002865934,4.724405000327846
26,[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:21]([H:22])([H:23])[H:24])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5]([C:6]([H:18])([H:19])[H:20])([H:16])[H:17],0.361685012410792,1.230704219160383
27,[O:1]([O:2][C:4]([C:5]([N:6]([C:7](=[O:8])[H:13])[H:12])[H:11])([H:9])[H:10])[H:3],4.024363756312363,6.8038714784218355
28,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([O:6][C:21]([C:20]([C:19]([H:29])([H:30])[H:31])([H:32])[H:33])([H:22])[c:23]1[c:24]([H:34])[c:25]([H:35])[c:26]([H:36])[c:27]([H:37])[c:28]1[H:38])[N:7]([H:17])[H:18])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],1.1863249901817383,3.093130924434109
29,[C:12]([C:13]([C:14]([C:15]([H:28])([H:29])[H:30])[c:16]1[c:17]([H:31])[c:18]([H:32])[c:19]([H:33])[c:20]([H:34])[c:21]1[H:35])([H:25])[H:26])([H:22])([H:23])[H:24].[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]#[N:5])([H:7])[H:8].[H:6][H:27],2.6419736557853635,5.717712575297555
30,[C:15]([H:24])([H:25])[H:26].[N:1]([C:2]1([C:4](=[C:5]([H:9])[H:10])[H:8])[O:3][C:13]1([C:12]([C:11]([H:16])([H:17])[H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23])([H:6])[H:7],1.6236040207466842,3.2799293108520238
31,[C:17](=[C:18]([H:23])[H:24])[H:22].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[O:16][C:15]([H:19])([H:20])[H:21])([H:11])[H:12])([H:8])([H:9])[H:10],3.1374338906167836,3.205909210041129
32,[C:1]([O:2][O:3][C:14]([H:24])([H:25])[H:26])([H:4])([H:5])[H:6].[C:7]([C:8]([C:9]([C:10]([H:21])([H:22])[H:23])([O:11][C:12]=[O:13])[H:20])([H:18])[H:19])([H:15])([H:16])[H:17],2.0498726748355676,4.529210711497392
33,[C:1]([C:2]([C:3]([C:4]([H:17])([H:18])[H:19])([C:5]1=[C:6]([H:20])[C:7]([H:21])[C:8]([H:22])([H:37])[C:9]([H:23])=[C:10]1[H:24])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:25]([C:26](=[C:27]([H:28])[H:29])[O:30][C:31](=[O:32])[C:33]([H:38])([H:39])[H:40])([H:34])([H:35])[H:36],1.2500874724858575,3.8185442508815384
34,[C:12]([C:13]([C:14](=[C:15]([H:22])[H:23])[H:21])[H:20])([H:16])([H:17])[H:18].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[H:19])([H:6])([H:7])[H:8],3.1249022845094196,5.644675109254482
35,[C:1]([C:2]([C:3]([c:5]1[c:6]([H:20])[c:7]([H:21])[c:8]([H:22])[c:9]([H:23])[c:10]1[H:24])[H:16])([H:14])[H:15])([H:11])([H:12])[H:13].[C:4]([H:17])([H:18])([H:19])[C:27]([C:26]([C:25]([H:33])([H:34])[H:35])([H:36])[H:37])([H:28])[O:29][C:30](=[O:31])[C:32]([H:38])([H:39])[H:40],1.17190197771752,4.970096415931374
36,[C:4]([H:8])([H:9])[H:10].[O:1]([O:2][C:5]([C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12])[H:3],1.0907148176307806,3.1199443591349176
37,[C:1]([C:2]([C:3](=[C:4]([H:13])[H:14])[C:5](=[O:6])[O:7][H:16])([H:11])[H:12])([H:8])([H:9])[H:10].[H:15][C:22]([C:21]([O:20][C:18]([C:17]([H:23])([H:24])[H:25])=[O:19])[H:26])([H:27])[H:28],1.7102281664467198,5.146643729200995
38,[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[O:7][H:13])[C:16]([C:15]([C:14]([H:20])([H:21])[H:22])[C:17](=[O:18])[O:19][H:25])([H:23])[H:24])([H:11])[H:12])([H:8])([H:9])[H:10],1.4377180940827603,5.77649703437554
39,[C:1]([C:2](=[C:3]([H:4])[C:5]([C:6]([H:14])([H:15])[H:16])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9].[H:11][C:22]([C:21]([O:20][C:18]([C:17]([H:23])([H:24])[H:25])=[O:19])[H:26])([H:27])[H:28],1.329801982354705,3.89068274700272
40,[C:13]([C:14]([C:15]([H:24])([H:25])[H:26])([O:16][C:17]([H:27])([H:28])[H:29])[H:23])([H:21])[H:22].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[C:12]([H:18])([H:19])[H:20])([H:6])([H:7])[H:8],3.059568862432866,5.041701961254538
41,[C:1]([H:7])([H:8])[H:9].[C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[C:6]([H:18])([H:19])[H:20])([H:10])([H:11])[C:23]([C:22]([C:21]([H:29])([H:30])[H:31])([H:32])[H:33])([H:24])[O:25][C:26](=[O:27])[C:28]([H:34])([H:35])[H:36],1.7476090279500198,3.573331465530188
42,[C:1]([C:2]([H:3])([H:4])[C:11]([H:22])([H:23])[H:24])([H:5])([H:6])[H:7].[C:8]([C:9]([C:10]([O:12][C:13](=[O:14])[C:15]([H:25])([H:26])[H:27])[H:21])([H:19])[H:20])([H:16])([H:17])[H:18],1.5785037867529064,4.026173353562159
43,[H:9][C:12]([C:11]([C:10]([H:16])([H:17])[H:18])([H:19])[H:20])([H:13])[O:14][C:15]([H:21])([H:22])[H:23].[O:1]([C:2](=[O:3])[C:4](=[C:5][H:8])[H:7])[H:6],1.5921692634907316,4.2370513658838656
44,[C:1]([C:2]([O:3][C:4]1([C:6](=[C:7]([H:14])[H:15])[H:13])[O:5][C:18]1([C:17]([C:16]([H:21])([H:22])[H:23])([H:24])[H:25])[C:19]([H:26])([H:27])[H:28])([H:11])[H:12])([H:8])([H:9])[H:10].[C:20]([H:29])([H:30])[H:31],1.4564021831868472,4.996501301920547
45,[C:11]([O:12][C:13](=[O:14])[C:15]([C:16]([H:24])([H:25])[H:26])[C:17]([H:27])([H:28])[H:29])([H:21])([H:22])[H:23].[N:1]([C:2]1([C:4](=[C:5]([H:9])[H:10])[H:8])[O:3][C:18]1([H:19])[H:20])([H:6])[H:7],1.6521511187558988,5.8654523572001525
46,[C:1]([C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9])([H:5])[H:7].[H:6][C:15]([C:14]([C:13]([H:19])([H:20])[H:21])([H:22])[H:23])([H:16])[O:17][C:18]([H:24])([H:25])[H:26],0.9739310564729815,2.4286041889229724
47,[N:1]([C:2]([O:3])([C:4](=[C:5]([H:9])[H:10])[H:8])[C:13]([C:12]([C:11]([H:17])([H:18])[H:19])([H:20])[H:21])([H:14])[O:15][C:16]([H:22])([H:23])[H:24])([H:6])[H:7],1.7808441749606945,3.1789945318009245
48,[C:15](=[C:16][c:17]1[c:18]([H:26])[c:19]([H:27])[c:20]([H:28])[c:21]([H:29])[c:22]1[H:30])([H:23])[H:24].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[H:25])([H:11])[H:12])([H:8])([H:9])[H:10],3.0471555599602156,7.6685599870077965
49,[C:1]([C:2]([H:3])([H:4])[O:14][C:13]([C:10]([C:9]([C:8]([H:17])([H:18])[H:19])([H:20])[H:21])([C:11]([H:22])([H:23])[H:24])[C:12]([H:25])([H:26])[H:27])[O:15][C:16]([H:28])([H:29])[H:30])([H:5])([H:6])[H:7],0.9130220762648266,2.608216596095724
50,[C:1]([C:2]([H:3])([H:4])[H:18])([H:5])([H:6])[H:7].[C:8]([C:9]([C:10]([C:11]([H:19])([H:20])[H:21])([C:12]([H:22])([H:23])[H:24])[C:13]([H:25])([H:26])[H:27])[H:17])([H:14])([H:15])[H:16],0.5892608822934005,1.1041964415776588
51,[C:17]([O:18][C:19](=[C:20][H:26])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[H:25])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],0.6087052192750394,2.400130254714043
52,[C:4]([O:5][C:6](=[O:7])[C:8](=[C:9][H:14])[C:10]([H:16])([H:17])[H:18])([H:11])([H:12])[H:13].[O:1]([O:2][H:15])[H:3],1.6105609667460388,6.172051770501958
53,[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([H:14])([H:15])[H:16])([C:7]([H:17])([H:18])[H:19])[C:8]([H:9])([H:10])[C:23]([C:21]([C:20]([H:26])([H:27])[H:28])=[C:22]([H:29])[H:30])([O:24])[O:25][H:31])([H:11])([H:12])[H:13],1.8105069083722831,6.83091973850744
54,[C:1]([C:2]([H:3])([H:4])[C:12]1([C:10]([C:9]([C:8]([H:18])([H:19])[H:20])([H:21])[H:22])([C:11]([H:24])([H:25])[H:26])[H:23])[C:13]([H:27])[C:14]([H:28])=[C:15]([H:29])[C:16]([H:30])=[C:17]1[H:31])([H:5])([H:6])[H:7],0.3354210830164468,1.3180389405844215
55,[C:14](=[C:15]([N:16]([C:17](=[O:18])[H:23])[H:22])[H:21])[H:20].[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[O:7][H:13])[H:19])([H:11])[H:12])([H:8])([H:9])[H:10],2.868618563828786,6.7475804862811675
56,[C:12](=[C:13]([N:14]([C:15]=[O:16])[H:20])[H:19])([H:17])[H:18].[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]#[N:5])[H:21])([H:6])([H:7])[H:8],4.032872588143759,5.769851373058939
57,[C:10]([C:11]([C:12]([H:13])[H:14])([c:15]1[c:16]([H:25])[c:17]([H:26])[c:18]([H:27])[c:19]([H:28])[c:20]1[H:29])[H:24])([H:21])([H:22])[H:23].[O:1]([C:2](=[O:3])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6],1.3384404550115057,5.254055194567909
58,[C:14](=[C:15]([N:16]([C:17]=[O:18])[H:22])[H:21])([H:19])[H:20].[C:1]([C:2]([C:3]([H:4])([H:5])[H:23])([C:6](=[O:7])[O:8][H:13])[H:12])([H:9])([H:10])[H:11],2.5613233600378784,6.068098196895687
59,[C:1]([H:5])([H:6])([H:7])[C:17]([C:15]([O:14][C:13]([H:20])([H:21])[H:22])([C:16]([H:24])([H:25])[H:26])[H:23])([H:18])[H:19].[C:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:8])[H:9],1.0444478800236854,2.418617665731276
60,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])([C:8]([C:9]([H:17])([H:18])[H:19])([H:15])[H:16])[H:26])([H:13])[H:14])([H:10])([H:11])[H:12].[C:20]([C:21](=[C:22]([H:29])[H:30])[C:23](=[O:24])[O:25][H:31])([H:27])[H:28],1.4829891776457305,6.189100263799867
61,[C:16](=[C:17]([H:24])[H:25])[C:18](=[O:19])[O:20][H:26].[C:1]([C:2](=[C:3]([H:4])[H:5])[C:6](=[O:7])[N:8]([H:13])[H:14])([H:9])([H:10])[H:11].[H:12][C:15]([H:21])([H:22])[H:23],3.366707718686367,5.745067476347481
62,[C:1]([C:2]([C:3]([H:8])[H:9])([C:4]([H:10])([H:11])[H:12])[C:16]([C:14]([C:13]([H:22])([H:23])[H:24])([C:15]([H:25])([H:26])[H:27])[C:19](=[O:20])[O:21][H:28])([H:17])[H:18])([H:5])([H:6])[H:7],1.602092530013082,3.9865525705653893
63,[C:16]([C:17]([C:18](=[C:19]([H:28])[H:29])[C:20](=[O:21])[O:22][H:31])([H:26])[H:27])([H:23])([H:24])[H:25].[C:1]([H:8])([H:9])([H:10])[H:30].[C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])([H:11])[H:12],1.6515874061143982,5.711757363179625
64,[C:4]([C:5]([C:6]([H:16])([H:17])[H:18])([N:7]([C:8](=[O:9])[H:20])[H:19])[H:15])([H:13])[H:14].[O:1]([H:2])[C:3]([H:10])([H:11])[H:12],3.5590615754575614,6.099042903426432
65,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:7])=[C:8]([C:9]([H:17])([H:18])[H:19])[H:16])([H:13])[H:14])([H:10])([H:11])[H:12].[H:15][O:26][C:25]([N:24]([C:22]([C:21]([C:20]([H:27])([H:28])[H:29])([H:30])[H:31])([C:23]([H:33])([H:34])[H:35])[H:32])[H:36])[H:37],1.4834495892357307,7.950454612789022
66,[C:1]([C:2]([O:3][C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])[H:12])([H:8])([H:9])[H:10].[H:11][C:16]([H:17])([H:18])[H:19],1.4881691630059575,6.345938451926804
67,[C:15]([C:16]([C:17]([C:18]([H:28])([H:29])[H:30])([N:19]([C:20](=[O:21])[H:32])[H:31])[H:27])([H:25])[H:26])([H:22])[H:23].[C:1]([O:2][C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:6])([H:7])[H:24])[H:11])([H:8])([H:9])[H:10],3.2774562004817143,5.370318257145288
68,[C:4]([C:5]([C:6]([c:8]1[c:9]([H:23])[c:10]([H:24])[c:11]([H:25])[c:12]([H:26])[c:13]1[H:27])[H:19])([H:17])[H:18])([H:14])([H:15])[H:16].[O:1]([O:2][C:7]([H:20])([H:21])[H:22])[H:3],0.6591142817629316,4.332091122222893
69,[C:16]([C:17](=[C:18]([H:19])[C:20]([C:21]([H:29])([H:30])[H:31])([H:27])[H:28])[H:25])([H:22])([H:23])[H:24].[C:1]([C:2]([H:12])[H:26])([H:8])([H:9])[H:10].[O:3]([C:4](=[O:5])[C:6](=[C:7]([H:14])[H:15])[H:13])[H:11],1.393659246364919,4.434003747153445
70,[C:10]([C:11]([C:12]([H:13])=[N:14][C:15](=[O:16])[H:23])([H:20])[H:21])([H:17])([H:18])[H:19].[O:1]([C:2]([O:3])([C:4](=[C:5]([H:8])[H:9])[H:7])[H:22])[H:6],2.886806542653241,4.143884249962831
71,[C:1]([O:2][C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:6])([H:7])[C:18]([N:17]([C:16](=[C:15]([H:20])[H:21])[H:22])[H:23])([O:19])[H:24])[H:11])([H:8])([H:9])[H:10],2.183512198191564,5.3029021677584485
72,[H:6][C:14]#[N:15].[N:1]([C:2](=[O:3])[C:4](=[C:5]([H:9])[H:10])[H:8])([H:7])[C:12]([C:11]([H:16])([H:17])[H:18])[C:13]([H:19])([H:20])[H:21],3.4960088072733684,5.714740812747161
73,[C:1]([C:2]([C:3]([H:4])([C:5](=[O:6])[N:7]([H:13])[H:14])[C:20]1([H:34])[C:19]([C:17]([C:16]([C:15]([H:25])([H:26])[H:27])([H:28])[H:29])([C:18]([H:31])([H:32])[H:33])[H:30])[C:24]([H:38])=[C:23]([H:37])[C:22]([H:36])=[C:21]1[H:35])([H:11])[H:12])([H:8])([H:9])[H:10],3.0831187720757467,5.126174068248806
74,[C:17]([H:24])([H:25])[H:26].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[C:18]([C:19]([C:20]([H:30])([H:31])[H:32])([N:21]([C:22](=[O:23])[H:34])[H:33])[H:29])([H:27])[H:28])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],3.6662413939843317,6.829436313787474
75,[C:1]([C:2]([C:3]([C:5]([H:18])([H:19])[H:20])[C:6](=[O:7])[O:8][C:9]([H:21])([H:22])[H:23])([H:13])[H:14])([H:10])([H:11])[H:12].[C:24]([C:25](=[C:26]([H:27])[N:28]([C:29](=[O:30])[H:37])[H:36])[H:35])([H:31])([H:32])[H:33].[C:4]([H:15])([H:16])([H:17])[H:34],2.7906737884296473,9.426593529651708
76,[C:1]([C:2]([O:3][C:4](=[O:5])[C:18]([C:17]([C:16]([H:23])([H:24])[H:25])([H:26])[H:27])([C:19]([H:28])([H:29])[H:30])[C:20](=[O:21])[O:22][H:31])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6](=[C:7]([H:14])[H:15])[H:13],2.0996033964109118,5.595107462869961
77,[C:17]([O:18][C:19](=[C:20]([H:25])[H:26])[H:24])([H:22])[H:23].[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[H:21])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],0.4555486393844511,1.6691110540203238
78,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])[C:5](=[O:6])[O:7][H:17])([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][O:20][O:19][C:18]([H:21])([H:22])[H:23],1.4576291763250473,4.514283926445289
79,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[O:6])[O:7][C:8]([H:17])([H:18])[H:19])[C:25]1([H:39])[C:24]([C:22]([C:21]([C:20]([H:30])([H:31])[H:32])([H:33])[H:34])([C:23]([H:36])([H:37])[H:38])[H:35])[C:29]([H:43])=[C:28]([H:42])[C:27]([H:41])=[C:26]1[H:40])([H:12])[H:13])([H:9])([H:10])[H:11],1.322558672161798,4.247361981976114
80,[C:15]([H:22])([H:23])[H:24].[C:1]([C:2](=[C:3]([H:4])[H:5])[C:6](=[O:7])[N:8]([H:13])[H:14])([H:9])([H:10])[H:11].[H:12][C:16]([C:17]([C:18]([H:28])([H:29])[H:30])([N:19]([C:20](=[O:21])[H:32])[H:31])[H:27])([H:25])[H:26],4.285698856532564,6.16346429987892
81,[O:1]([C:2]([O:3][H:24])([C:4](=[C:5]([H:8])[H:9])[H:7])[C:12]([C:11]([C:10]([H:17])([H:18])[H:19])([H:20])[H:21])([C:13]([H:22])[H:23])[C:14](=[O:15])[O:16][H:25])[H:6],1.6739373025404256,3.9631566022075737
82,[C:17]([C:18](=[C:19]([H:26])[H:27])[C:20](=[O:21])[O:22][H:28])([H:23])([H:24])[H:25].[C:1]([C:2]([C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:9])[H:10])([H:6])([H:7])[H:8],1.4230174530628337,3.7267868985155888
83,[C:1]([C:2]([C:3]([C:4]([H:14])([H:15])[H:16])([C:5]([H:6])([H:7])[C:19]([C:18]([C:17]([H:27])([H:28])[H:29])([H:30])[H:31])([c:21]1[c:22]([H:36])[c:23]([H:37])[c:24]([H:38])[c:25]([H:39])[c:26]1[H:40])[H:32])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:20]([H:33])([H:34])[H:35],0.448717719752198,2.1909680790393287
84,[C:10]([O:11][O:12])([H:13])([H:14])[H:15].[O:1]([C:2](=[O:3])[C:4](=[C:5]([H:8])[H:9])[H:7])[H:6],1.9032913624228271,4.64828531801423
85,[C:15]([H:25])([H:26])[H:27].[C:1]([C:2]([C:3]([H:4])([O:5][C:6]([H:12])([H:13])[H:14])[C:16]([C:17]([C:18]([H:31])([H:32])[H:33])([c:19]1[c:20]([H:34])[c:21]([H:35])[c:22]([H:36])[c:23]([H:37])[c:24]1[H:38])[H:30])([H:28])[H:29])([H:10])[H:11])([H:7])([H:8])[H:9],0.9990829081691199,3.4488268376154623
