,xxx,mulliken_dipole_tot,mulliken_quadrupoles
11,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][c:7]([H:18])[n:6][c:23]1[C:22]([F:19])([H:20])[H:21])([H:9])([H:10])[H:11].[H:24],1.965135404604568,2.9787534695399476
12,[C:11]([H:15])([H:16])([H:17])[C:21]([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14].[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:22]([H:23])[s:6]1)([H:7])([H:8])[H:9],3.673352893630907,5.5661974964455245
13,[F:1][C:2]([F:3])([F:4])[c:5]1[c:9]([H:13])[n+:8]([H:12])[c:7]([H:11])[c:6]([H:10])[c:25]1[C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[H:26],7.723733023524264,12.341197003650132
14,[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:24]([C:23]([C:11]([H:14])([H:15])[H:16])([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22])[s:6]1)([H:7])([H:8])[H:9].[H:25],1.0110737751506833,4.992952474518924
15,[F:1][C:2]([F:3])([F:4])[c:5]1[n:8]([H:10])[n:7][c:6]([H:9])[c:15]1[C:14]([F:11])([H:12])[H:13].[H:16],1.5740315771222182,5.157699127713478
16,[C:15]([C:16]([F:17])([F:18])[F:19])([H:22])([H:23])[C:24]([H:20])[H:21].[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:25]1[H:26])([H:8])([H:9])[H:10],2.8146500701712536,6.08604567279121
17,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n+:7]([H:19])[c:27]([C:26]([C:20]([H:23])([H:24])[H:25])([H:21])[H:22])[o:8]1)([H:9])([H:10])[H:11].[H:28],4.052554429797783,7.759502685829982
18,[C:1]([O:2][c:3]1[n:6][s:5][c:4]([H:10])[c:21]1[C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17])([H:7])([H:8])[H:9].[H:22],1.8318777740682872,5.388085195244974
19,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:7]([H:19])[c:24]([C:23]([F:20])([H:21])[H:22])[s:8]1)([H:9])([H:10])[H:11].[H:25],1.9873249730125173,3.2117774413438367
20,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][c:7]([H:18])[s:6][c:29]1[H:30])([H:9])([H:10])[H:11].[c:19]1([H:24])[c:20]([H:25])[n:21][c:22]([H:26])[c:23]([H:27])[c:28]1,1.233302208269737,3.5434851053775573
21,[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:26]1-[c:25]1[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]([H:23])[c:19]1[H:24])([H:8])([H:9])[H:10].[H:27],3.564937091982536,9.680821573550984
22,[C:19]([C:20]([F:21])([F:22])[F:23])([H:26])([H:27])[C:28]([H:24])[H:25].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:29]([H:30])[n:7][o:8]1)([H:9])([H:10])[H:11],2.966016317202925,3.4324080438433833
23,[F:1][C:2]([F:3])([F:4])[c:5]1[n+:6]([H:9])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])[c:7]([H:10])[s:8]1.[H:19],2.5114487030051387,5.924798502941516
24,[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:23]([H:24])[n:7]1)([H:8])([H:9])[H:10],1.7212423080267452,3.188742589140012
25,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:19])[c:7]([H:18])[o:6][c:24]1[C:23]([H:20])([H:21])[H:22])([H:9])([H:10])[H:11].[H:25],3.342246867267158,6.343860753793274
26,[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([H:16])[n:5][o:6]1)([H:7])([H:8])[H:9].[F:11][C:14]([F:12])[F:13],2.4800362272674947,4.806387554648238
27,[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][c:14]([C:13]([H:10])([H:11])[H:12])[o:8]1.[H:15],2.5462097820386083,3.026760653226859
28,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:30]([H:31])[s:7][c:8]1[H:19])([H:9])([H:10])[H:11].[C:20]([C:21]([F:22])([F:23])[F:24])([H:27])([H:28])[C:29]([H:25])[H:26],1.4976326560915216,3.5986941890184516
29,[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[o:8][c:22]1[C:21]([C:11]([H:15])([H:16])[H:17])([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14].[H:23],6.028677540257642,8.183898931868056
30,[C:1]([O:2][c:3]1[n+:6]([H:12])[c:5]([H:11])[n:4]([H:10])[c:17]1[C:16]([H:13])([H:14])[H:15])([H:7])([H:8])[H:9].[H:18],2.993620515919396,8.29178507773168
31,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[s:7][c:32]([C:31]([C:19]([H:22])([H:23])[H:24])([C:20]([H:25])([H:26])[H:27])[C:21]([H:28])([H:29])[H:30])[n:8]1)([H:9])([H:10])[H:11].[H:33],1.274396882170493,3.7417883841419064
32,[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:7]([H:11])[c:8]([H:12])[c:17]([H:18])[n:9]1.[H:13][C:16]([H:14])[H:15],3.999064044516563,6.3544915890849465
33,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:24]([H:25])[s:7][n+:8]1[H:19])([H:9])([H:10])[H:11].[H:20][C:23]([H:21])[H:22],2.347331281287487,4.982592524510495
34,[C:10]([H:13])([H:14])([H:15])[C:16]([H:11])[H:12].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:17]([H:18])[n:7][s:8]1,2.3729166643637187,4.239034264815867
35,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[s:8][n+:7]([H:19])[c:6]([H:18])[c:33]1[C:32]([C:20]([H:23])([H:24])[H:25])([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])([H:9])([H:10])[H:11].[H:34],2.6569179197716126,7.336678716263893
36,[C:13]([H:17])([H:18])([H:19])[C:23]([C:14]([H:20])([H:21])[H:22])[C:15]#[N:16].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:24]([H:25])[c:6]([H:12])[n:7]1)([H:8])([H:9])[H:10],3.0073216694103357,4.942697114356881
37,[C:12]([H:15])([H:16])([H:17])[C:18]([H:13])[H:14].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[n:8]([H:11])[c:19]1[H:20],4.598118344879268,7.938577642322843
38,[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[n:8]([H:11])[c:19]1[C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17].[H:20],3.9576431945543513,5.5856010225683645
39,[C:12]([H:14])([H:15])([H:16])[C:21]([C:13]([H:18])([H:19])[H:20])[H:17].[C:1]([O:2][c:3]1[o:6][n+:5]([H:11])[c:4]([H:10])[c:22]1[H:23])([H:7])([H:8])[H:9],2.7518420078196177,8.233075101205465
40,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:24]([H:25])[o:8]1)([H:9])([H:10])[H:11].[H:20][C:23]([H:21])[H:22],3.409990532211528,5.32345476850518
41,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:27]([H:28])[o:7][c:8]1[H:19])([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:26]([H:21])[H:22],0.7832748707198164,3.2370703976495037
42,[C:1]([O:2][c:3]1[c:4]([H:10])[n:5]([H:11])[c:16]([C:15]([F:12])([F:13])[H:14])[n:6]1)([H:7])([H:8])[H:9].[H:17],1.597438717931548,6.891760108685263
43,[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[n+:4]([H:10])[c:23]1[H:24])([H:7])([H:8])[H:9],4.202875280159414,11.759144569550328
44,[C:15]([H:19])([H:20])([H:21])[C:25]([C:16]([H:22])([H:23])[H:24])[C:17]#[N:18].[C:1]([O:2][c:3]1[c:4]([H:11])[c:26]([H:27])[c:5]([H:12])[c:6]([H:13])[n+:7]1[H:14])([H:8])([H:9])[H:10],3.284450670805775,7.457260704618268
45,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[s:8][c:7]([H:18])[n:6][c:29]1[C:28]([C:19]([H:21])([H:22])[H:23])([C:20]([H:25])([H:26])[H:27])[H:24])([H:9])([H:10])[H:11].[H:30],1.3970756315032056,2.651119276036629
46,[C:1]([O:2][c:3]1[n+:4]([H:10])[c:16]([H:17])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14],2.5018454224580693,5.441284096726426
47,[C:1]([O:2][c:3]1[s:6][c:5]([H:10])[n:4][c:15]1[C:14]([H:11])([H:12])[H:13])([H:7])([H:8])[H:9].[H:16],2.6377879530169723,2.861456907051154
48,[C:13]([H:17])([H:18])([H:19])[C:23]([C:14]([H:20])([H:21])[H:22])[C:15]#[N:16].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:24]([H:25])[n:7][c:8]([H:11])[c:9]1[H:12],2.7408544353498074,10.263303481446915
49,[C:14]([F:15])([F:16])([F:17])[C:20]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:21]([H:22])[n+:7]1[H:13])([H:8])([H:9])[H:10],5.049290018772359,5.396223448364834
50,[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:33]([H:34])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[C:23]([C:24]([F:25])([F:26])[F:27])([H:30])([H:31])[C:32]([H:28])[H:29],2.8927318291462134,5.811463271391737
51,[C:13]([F:14])([F:15])([F:16])[C:19]([H:17])[H:18].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:20]([H:21])[n:7]1)([H:8])([H:9])[H:10],1.6768673192067367,2.968072397820573
52,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:19])[c:7]([H:18])[o:6][c:24]1[H:25])([H:9])([H:10])[H:11].[H:20][C:23]([H:21])[H:22],3.4879019641052396,6.413557464437328
53,[C:1]([O:2][c:3]1[o:6][n:5][c:4]([H:10])[c:21]1[C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17])([H:7])([H:8])[H:9].[H:22],2.254431500985818,6.51848059399983
54,[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[c:6]([H:11])[s:5][c:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9],1.6110484041246476,5.21309737624768
55,[C:10]([H:13])([H:14])([H:15])[C:22]([C:11]([H:16])([H:17])[H:18])[C:12]([H:19])([H:20])[H:21].[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7]([H:9])[c:23]([H:24])[o:8]1,3.172841670128764,5.836734344328211
56,[C:11]([H:14])([H:15])([H:16])[C:23]([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:6]([H:9])[c:7]([H:10])[c:24]([H:25])[s:8]1,3.118439746796807,5.7670493511230365
57,[C:19]([H:22])([H:23])([H:24])[C:25]([F:20])[F:21].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7][c:26]([H:27])[s:8]1)([H:9])([H:10])[H:11],2.258674848931713,2.8926545601811293
58,[F:11][C:14]([H:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:15]([H:16])[n:7]([H:10])[n:8]1,5.012368962613506,7.986745675871724
59,[C:19]([C:20]([F:21])([F:22])[F:23])([H:26])([H:27])[C:28]([H:24])[H:25].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:18])[s:7][n:6][c:29]1[H:30])([H:9])([H:10])[H:11],3.343805731984247,5.580550555431989
60,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:8]([H:19])[s:7][n+:6]([H:18])[c:24]1[H:25])([H:9])([H:10])[H:11].[F:20][C:23]([H:21])[H:22],3.0396822733086197,7.7476596660218435
61,[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:32]([H:33])[c:7]([H:20])[c:8]([H:21])[n:9]1)([H:10])([H:11])[H:12].[C:22]([H:24])([H:25])([H:26])[C:31]([C:23]([H:28])([H:29])[H:30])[H:27],1.2727901400085297,3.893131118785822
62,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:19])[s:7][c:6]([H:18])[c:24]1[C:23]([F:20])([F:21])[F:22])([H:9])([H:10])[H:11].[H:25],4.713372420875682,5.444006474555917
63,[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[o:6][c:16]1[H:17])([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14],1.0699940146830333,5.733103276621899
64,[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:27]([C:26]([F:23])([F:24])[F:25])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:28],5.602652931911585,8.683702023158087
65,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:27]([H:28])[c:7]([H:19])[o:8]1)([H:9])([H:10])[H:11].[C:20]([F:21])([F:22])([F:23])[C:26]([H:24])[H:25],3.394074520418809,5.074788289592839
66,[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[s:8][c:15]1[C:14]([F:11])([H:12])[H:13].[H:16],2.3766269848665575,3.973008245559776
67,[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[n+:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14],3.7355302033516926,9.499081591807553
68,[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:15]([C:14]([F:11])([F:12])[F:13])[n:6]1)([H:7])([H:8])[H:9].[H:16],2.2823702575073637,4.455159539952853
69,[C:1]([O:2][c:3]1[c:4]([H:10])[n:5]([H:11])[c:16]([H:17])[n:6]1)([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[H:14],2.9716373581684836,9.623001939849186
70,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[s:7][c:23]([C:22]([F:19])([F:20])[H:21])[n:8]1)([H:9])([H:10])[H:11].[H:24],2.961078399310561,4.2428803683572305
71,[C:13]([H:17])([H:18])([H:19])[C:23]([C:14]([H:20])([H:21])[H:22])[C:15]#[N:16].[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[n:6]([H:12])[c:24]1[H:25])([H:7])([H:8])[H:9],2.8097675011019376,9.52653931832718
72,[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:10])[c:25]([H:26])[c:7]([H:11])[n+:8]([H:12])[c:9]1[H:13].[c:14]1([H:19])[c:15]([H:20])[c:16]([H:21])[c:17]([H:22])[c:18]([H:23])[c:24]1,6.014907342577415,11.151329386407161
73,[C:1]([O:2][c:3]1[c:4]([H:10])[c:25]([C:24]([C:12]([H:15])([H:16])[H:17])([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23])[n+:5]([H:11])[s:6]1)([H:7])([H:8])[H:9].[H:26],2.4492413761525538,6.189739840249515
74,[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][o:6][c:18]1[C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])([H:7])([H:8])[H:9].[H:19],3.0381762975333606,6.883765905023336
75,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:28]([C:27]([C:21]([H:24])([H:25])[H:26])([F:22])[F:23])[n:7]([H:19])[n+:8]1[H:20])([H:9])([H:10])[H:11].[H:29],4.43177442454637,8.230979570863997
76,[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[s:6][c:23]1[H:24])([H:7])([H:8])[H:9],2.632004097230031,7.828804131920714
77,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8]([H:19])[c:7]([H:18])[n:6][c:30]1[H:31])([H:9])([H:10])[H:11].[C:20]([H:22])([H:23])([H:24])[C:29]([C:21]([H:26])([H:27])[H:28])[H:25],3.187837114002768,5.835343893505577
78,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:30]([H:31])[c:7]([H:18])[n:8]1[H:19])([H:9])([H:10])[H:11].[C:20]([H:22])([H:23])([H:24])[C:29]([C:21]([H:26])([H:27])[H:28])[H:25],2.944803721480884,4.0589813914595005
79,[C:1]([O:2][c:3]1[s:6][n+:5]([H:11])[c:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([H:13])[H:14],2.853855070699976,8.802318158893533
80,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:31]([H:32])[n+:7]([H:19])[s:8]1)([H:9])([H:10])[H:11].[c:20]1([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]([H:29])[c:30]1,3.2846627969225337,10.233328741565842
81,[F:1][C:2]([F:3])([F:4])[c:5]1[n:9][c:8]([H:11])[c:7]([H:10])[n:6][c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([H:13])[H:14].[H:20],2.187738481521673,4.240822373368436
82,[C:15]([H:18])([H:19])([H:20])[C:21]([F:16])[F:17].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[n+:6]([H:13])[c:7]([H:14])[c:22]1[H:23])([H:8])([H:9])[H:10],3.410382765107537,10.281023372330951
83,[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:15]([H:16])[n:6]1)([H:7])([H:8])[H:9].[F:11][C:14]([H:12])[H:13],0.6812342356321595,3.6519351485507507
84,[C:11]([H:15])([H:16])([H:17])[C:21]([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14].[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:22]([H:23])[s:6]1)([H:7])([H:8])[H:9],2.6448710528513004,7.15830857056452
85,[F:11][C:14]([H:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:15]([H:16])[s:7][c:8]1[H:10],2.2345583150732926,3.7922911034442244
86,[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:11])[n:7]([H:10])[c:6]([H:9])[c:16]1[C:15]([H:12])([H:13])[H:14].[H:17],3.9830613635404815,6.653384781024036
87,[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:36]([H:37])[n+:9]1[H:22])([H:10])([H:11])[H:12].[C:23]([H:26])([H:27])([H:28])[C:35]([C:24]([H:29])([H:30])[H:31])[C:25]([H:32])([H:33])[H:34],2.6126474803903292,5.7511433309321776
88,[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[n:6][c:18]([H:19])[c:7]1[H:13])([H:8])([H:9])[H:10].[H:14][C:17]([H:15])[H:16],3.2438845712351787,3.848546725245808
89,[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:27]([H:28])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:23][C:26]([H:24])[H:25],2.815763296545245,6.091106014316255
90,[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:15]([H:16])[s:6]1)([H:7])([H:8])[H:9].[F:11][C:14]([F:12])[H:13],2.3687983784939184,3.5184973095117003
91,[C:10]([C:11]([F:12])([F:13])[F:14])([H:17])([H:18])[C:19]([H:15])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[s:8][c:7]([H:9])[n:6][c:20]1[H:21],2.1122827828487845,4.041619237381547
92,[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([C:21]([C:12]([C:13]([F:14])([F:15])[F:16])([H:19])[H:20])([H:17])[H:18])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[H:23],3.4691128110513985,4.95972441891525
93,[F:11][C:14]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n+:7]([H:10])[c:15]([H:16])[s:8]1,6.988245873563441,10.173572419549933
94,[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][c:14]([H:15])[o:8]1.[H:10][C:13]([H:11])[H:12],1.8814288874215788,4.615885083495977
95,[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[c:7]([H:9])[s:6][c:15]1[C:14]([H:11])([H:12])[H:13].[H:16],3.29490537935929,7.542068890677308
96,[C:15]([H:18])([H:19])([H:20])[C:21]([H:16])[H:17].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:22]([H:23])[n+:6]([H:13])[c:7]1[H:14])([H:8])([H:9])[H:10],3.1215546524030158,9.684690569449137
97,[C:12]([H:15])([H:16])([H:17])[C:18]([H:13])[H:14].[C:1]([O:2][c:3]1[n+:6]([H:11])[o:5][c:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9],2.0864679138941478,5.762216706155845
98,[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:18]([H:19])[s:7][c:8]1[H:10],2.360604355619855,3.393911749637046
99,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:34]([C:33]([C:21]([H:24])([H:25])[H:26])([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])[n:7]([H:19])[n+:8]1[H:20])([H:9])([H:10])[H:11].[H:35],2.769318485695148,6.564963821073047
100,[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][s:7][c:6]([H:9])[c:21]1-[c:20]1[c:10]([H:15])[c:11]([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]1[H:19].[H:22],3.9627227026910488,5.724631829431954
101,[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][n+:4]([H:10])[c:22]1[H:23])([H:7])([H:8])[H:9].[c:12]1([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]([H:20])[c:21]1,2.347759833078283,8.509865121834896
